waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
metal,copper,31.45,6.85,contaminated,2,6,Nairobi,industrial,informal,0.1531,0.9153,320.42
organic,garden_waste,19.14,2.18,mixed,9,2,Nairobi,commercial,informal,0.3069,0.896,6.4
paper,office_paper,82.39,16.28,contaminated,12,5,Mombasa,household,semi_formal,0.4481,0.8344,5.91
organic,garden_waste,28.7,5.87,mixed,6,0,Nairobi,household,semi_formal,0.3622,0.9043,4.86
plastic,PP,4.52,1.12,clean,7,4,Nakuru,commercial,semi_formal,0.45,0.791,13.77
metal,copper,29.13,6.9,clean,11,1,Mombasa,industrial,semi_formal,0.5897,0.959,460.38
glass,mixed_glass,13.43,5.45,clean,12,0,Mombasa,industrial,semi_formal,0.4988,0.7745,3.15
paper,mixed_paper,45.98,4.01,mixed,5,2,Nairobi,household,semi_formal,0.4623,0.8387,5.76
metal,copper,0.6,1.28,clean,10,4,Mombasa,household,semi_formal,0.45,0.945,390.3
paper,newspaper,11.06,0.69,mixed,4,1,Eldoret,dump_site,informal,0.2601,0.778,3.96
plastic,LDPE,19.56,19.28,clean,4,4,Nairobi,commercial,semi_formal,0.5343,0.823,6.51
plastic,HDPE,18.63,5.85,clean,4,4,Mombasa,commercial,semi_formal,0.5289,0.821,17.19
metal,copper,29.63,3.14,clean,12,2,Nairobi,commercial,semi_formal,0.5926,0.9593,467.49
plastic,PVC,6.91,2.04,contaminated,9,6,Nairobi,household,informal,0.011,0.6242,3.62
metal,tin,5.83,3.94,clean,2,4,Mombasa,dump_site,semi_formal,0.4548,0.9455,15.49
e_waste,batteries,4.57,0.34,contaminated,3,3,Nairobi,household,informal,0.0,0.95,28.32
rubber,mixed_rubber,51.9,2.85,clean,2,4,Nairobi,commercial,formal,0.7215,0.9443,13.65
plastic,PVC,63.5,10.1,clean,8,1,Eldoret,commercial,formal,0.7887,0.9197,5.87
metal,copper,34.2,12.72,clean,6,4,Nairobi,dump_site,semi_formal,0.619,0.9619,384.59
metal,tin,60.3,7.88,contaminated,5,5,Kisumu,household,informal,0.3202,0.932,9.87
metal,tin,14.4,0.73,clean,1,6,Nairobi,commercial,semi_formal,0.5044,0.9504,20.67
rubber,mixed_rubber,12.85,5.42,mixed,9,0,Nairobi,commercial,informal,0.2705,0.8541,9.3
e_waste,batteries,8.98,5.33,clean,11,3,Nairobi,dump_site,semi_formal,0.4731,0.9737,34.26
rubber,tyres,37.86,2.06,mixed,11,6,Nairobi,commercial,semi_formal,0.4153,0.8831,12.09
paper,cardboard,40.03,2.72,clean,8,0,Nairobi,dump_site,semi_formal,0.6528,0.8958,12.04
metal,steel,38.09,9.04,clean,12,4,Nairobi,household,semi_formal,0.6416,0.9642,27.11
plastic,PET,27.86,1.22,contaminated,10,1,Nairobi,household,informal,0.1323,0.6703,13.65
rubber,mixed_rubber,4.85,12.64,clean,1,2,Mombasa,dump_site,semi_formal,0.45,0.89,7.56
rubber,tyres,12.92,6.73,mixed,3,0,Kisumu,commercial,informal,0.2709,0.8542,13.67
rubber,mixed_rubber,9.54,0.67,clean,4,6,Mombasa,household,semi_formal,0.4763,0.8953,8.35
e_waste,phones,9.21,0.44,clean,5,5,Nakuru,household,semi_formal,0.4744,0.9737,74.87
organic,food_waste,7.47,4.52,contaminated,12,0,Nairobi,household,informal,0.0143,0.8521,2.71
plastic,PVC,2.69,3.98,mixed,2,3,Nairobi,industrial,informal,0.225,0.7055,5.73
paper,mixed_paper,2.28,3.4,contaminated,5,1,Kisumu,dump_site,informal,0.0,0.7,2.81
plastic,HDPE,27.8,2.86,contaminated,4,5,Nairobi,household,informal,0.132,0.6702,9.48
organic,garden_waste,14.53,19.76,clean,2,0,Kisumu,industrial,semi_formal,0.5052,0.9258,6.53
metal,copper,17.02,8.68,mixed,1,2,Mombasa,dump_site,informal,0.2946,0.9295,279.08
plastic,HDPE,6.96,3.14,clean,10,1,Nairobi,commercial,semi_formal,0.4614,0.7953,20.69
paper,newspaper,7.98,2.88,clean,8,4,Mombasa,household,semi_formal,0.4673,0.8402,6.68
e_waste,computers,24.58,15.06,contaminated,7,5,Nakuru,industrial,informal,0.1133,0.9557,34.11
e_waste,batteries,2.8,12.76,mixed,6,1,Mombasa,dump_site,informal,0.225,0.9612,30.57
plastic,PVC,16.08,5.18,clean,11,6,Mombasa,household,semi_formal,0.5141,0.8154,4.98
e_waste,batteries,62.35,3.46,mixed,10,2,Kisumu,industrial,semi_formal,0.557,0.9779,38.44
e_waste,phones,44.41,18.44,mixed,1,5,Eldoret,household,semi_formal,0.4532,0.9727,51.93
paper,mixed_paper,3.53,7.03,mixed,10,6,Nairobi,household,informal,0.225,0.7675,4.98
plastic,PVC,13.18,1.28,clean,3,2,Nairobi,industrial,semi_formal,0.4973,0.809,9.59
paper,office_paper,5.59,7.0,mixed,4,2,Mombasa,commercial,informal,0.2284,0.7685,8.79
e_waste,phones,17.09,5.96,clean,2,2,Nairobi,commercial,semi_formal,0.52,0.976,108.97
metal,steel,15.08,6.02,contaminated,1,6,Nairobi,commercial,informal,0.0584,0.9058,17.43
glass,colored_glass,87.36,5.06,clean,8,2,Nairobi,commercial,formal,0.9268,0.9671,6.6
e_waste,phones,0.95,2.64,clean,9,1,Nairobi,commercial,semi_formal,0.45,0.9725,122.17
metal,steel,17.63,5.27,contaminated,10,1,Nairobi,household,informal,0.0731,0.9073,18.55
textile,clothes,2.67,23.27,contaminated,12,3,Nairobi,household,informal,0.0,0.8,5.13
glass,mixed_glass,2.8,6.03,contaminated,4,1,Nakuru,dump_site,informal,0.0,0.55,1.0
plastic,mixed_plastic,47.6,3.37,clean,2,1,Nairobi,dump_site,semi_formal,0.6966,0.8847,9.27
e_waste,batteries,7.43,6.37,clean,11,5,Nairobi,industrial,semi_formal,0.4641,0.9732,45.97
plastic,PVC,16.64,2.94,mixed,6,4,Nairobi,commercial,informal,0.2924,0.7311,5.21
rubber,tyres,2.59,41.05,clean,8,5,Nairobi,commercial,semi_formal,0.45,0.89,13.36
metal,aluminum,10.82,4.42,clean,12,6,Mombasa,household,semi_formal,0.4837,0.9484,81.96
e_waste,cables,10.26,1.47,mixed,7,2,Kisumu,household,informal,0.2554,0.9628,49.15
plastic,mixed_plastic,48.21,0.67,clean,6,3,Eldoret,commercial,formal,0.7002,0.8861,8.58
glass,mixed_glass,27.36,11.11,mixed,11,6,Mombasa,industrial,semi_formal,0.3545,0.7095,2.47
plastic,mixed_plastic,42.68,2.5,contaminated,11,0,Nairobi,industrial,informal,0.2181,0.7029,5.47
textile,industrial_textile,8.36,5.49,clean,8,3,Nairobi,household,semi_formal,0.4694,0.8939,6.23
paper,newspaper,13.21,9.08,mixed,12,6,Nairobi,household,informal,0.2725,0.7818,4.88
metal,copper,13.79,6.23,clean,8,1,Nakuru,household,semi_formal,0.5009,0.9501,345.93
paper,office_paper,24.43,5.98,mixed,2,1,Nairobi,household,informal,0.3375,0.8012,9.77
plastic,PP,51.52,4.92,clean,4,1,Mombasa,dump_site,formal,0.7194,0.8934,11.08
paper,office_paper,5.97,16.74,mixed,11,2,Nairobi,dump_site,informal,0.2306,0.7692,6.56
metal,brass,58.44,6.1,contaminated,5,5,Nairobi,commercial,informal,0.3094,0.9309,156.92
metal,tin,2.7,1.43,contaminated,2,4,Nairobi,household,informal,0.0,0.9,12.23
glass,clear_glass,13.42,5.12,mixed,7,0,Kisumu,commercial,informal,0.2738,0.6732,3.7
plastic,LDPE,25.28,5.7,contaminated,11,1,Mombasa,household,informal,0.1174,0.6646,3.06
paper,newspaper,31.31,13.96,mixed,4,4,Nairobi,dump_site,semi_formal,0.3773,0.8132,4.87
organic,food_waste,50.45,6.16,contaminated,1,6,Nairobi,dump_site,informal,0.2631,0.8895,2.6
paper,office_paper,21.69,4.79,mixed,7,6,Nairobi,industrial,informal,0.3216,0.7965,11.64
organic,garden_waste,15.28,1.25,mixed,9,5,Nairobi,commercial,informal,0.2845,0.8927,5.3
plastic,PET,24.11,0.53,clean,7,0,Mombasa,dump_site,semi_formal,0.5606,0.833,21.39
metal,steel,22.69,0.24,mixed,3,1,Mombasa,dump_site,informal,0.3274,0.9327,21.53
metal,aluminum,4.65,9.82,clean,5,2,Mombasa,household,semi_formal,0.45,0.945,71.26
paper,cardboard,38.73,6.43,mixed,6,2,Eldoret,commercial,semi_formal,0.4203,0.8261,7.13
paper,mixed_paper,1.15,1.34,mixed,2,1,Nairobi,household,informal,0.225,0.7675,5.01
plastic,PP,35.74,11.13,clean,9,0,Kisumu,commercial,semi_formal,0.628,0.8586,10.94
rubber,tyres,10.65,4.84,contaminated,5,6,Mombasa,commercial,informal,0.0327,0.8065,8.09
organic,garden_waste,18.16,10.19,mixed,1,1,Nairobi,industrial,informal,0.3012,0.8952,5.4
e_waste,computers,2.96,2.06,clean,5,2,Eldoret,household,semi_formal,0.45,0.9725,61.85
rubber,tyres,49.46,0.91,clean,3,4,Nairobi,dump_site,formal,0.7074,0.9415,18.0
textile,clothes,2.49,2.31,mixed,3,0,Mombasa,dump_site,informal,0.225,0.845,6.85
plastic,PET,41.14,16.07,mixed,7,5,Mombasa,dump_site,semi_formal,0.4342,0.785,14.69
plastic,PVC,31.27,13.14,clean,6,1,Kisumu,commercial,semi_formal,0.6021,0.8488,7.25
plastic,HDPE,40.86,1.0,mixed,8,2,Nakuru,commercial,semi_formal,0.4326,0.7844,15.2
plastic,LDPE,3.39,5.21,mixed,8,1,Nairobi,commercial,informal,0.225,0.7055,6.14
glass,colored_glass,7.79,12.92,mixed,10,5,Nairobi,commercial,informal,0.2411,0.6585,3.23
rubber,mixed_rubber,102.8,0.62,clean,5,5,Nairobi,dump_site,formal,1.0,1.0,10.84
paper,cardboard,7.45,4.31,clean,10,6,Kisumu,household,semi_formal,0.4642,0.8392,7.92
paper,cardboard,18.23,17.86,clean,2,1,Nairobi,household,semi_formal,0.5266,0.858,12.74
plastic,LDPE,20.35,1.21,contaminated,1,1,Kisumu,commercial,informal,0.0889,0.6538,3.41
paper,mixed_paper,54.5,7.47,clean,12,5,Eldoret,commercial,formal,0.7366,0.921,5.56
paper,mixed_paper,5.75,5.23,contaminated,4,3,Mombasa,household,informal,0.0043,0.7013,2.98
metal,tin,7.73,9.03,clean,3,4,Nairobi,commercial,semi_formal,0.4658,0.9466,16.47
plastic,PET,19.78,1.67,mixed,3,1,Nairobi,industrial,informal,0.3106,0.738,23.74
paper,office_paper,17.68,1.31,contaminated,9,0,Nairobi,household,informal,0.0734,0.722,6.39
organic,food_waste,24.74,1.77,clean,1,2,Mombasa,industrial,semi_formal,0.5643,0.9346,6.34
plastic,PVC,104.49,5.8,mixed,5,3,Nairobi,commercial,formal,0.775,0.9145,6.61
organic,food_waste,44.16,0.82,mixed,12,4,Nairobi,household,semi_formal,0.4517,0.9178,4.39
paper,mixed_paper,6.55,14.61,clean,4,5,Mombasa,commercial,semi_formal,0.459,0.8377,5.11
metal,aluminum,9.22,1.39,contaminated,1,2,Nairobi,commercial,informal,0.0245,0.9024,68.68
metal,copper,74.66,4.82,clean,11,4,Nairobi,commercial,formal,0.8533,0.9853,457.02
metal,brass,11.4,16.97,clean,3,4,Mombasa,industrial,semi_formal,0.487,0.9487,241.08
paper,cardboard,18.39,4.72,mixed,3,2,Nairobi,commercial,informal,0.3025,0.7908,9.59
plastic,HDPE,61.47,2.39,clean,11,5,Nairobi,commercial,formal,0.7769,0.9152,20.31
plastic,HDPE,36.29,0.21,clean,8,2,Mombasa,industrial,semi_formal,0.6312,0.8598,26.28
paper,cardboard,46.34,5.11,contaminated,11,2,Eldoret,household,informal,0.2394,0.7718,5.22
glass,clear_glass,8.47,0.72,mixed,8,2,Nakuru,dump_site,informal,0.2451,0.6603,3.18
organic,food_waste,44.7,15.29,clean,5,2,Nairobi,commercial,semi_formal,0.6798,0.952,5.35
paper,mixed_paper,33.8,2.13,clean,7,5,Nairobi,commercial,semi_formal,0.6167,0.885,9.06
rubber,tyres,21.24,4.33,clean,6,5,Nakuru,industrial,semi_formal,0.544,0.9088,15.33
paper,newspaper,67.62,6.9,mixed,5,5,Nairobi,household,semi_formal,0.5875,0.8763,5.71
textile,clothes,25.26,0.52,contaminated,9,4,Kisumu,household,informal,0.1173,0.8235,5.71
plastic,PP,37.07,0.46,mixed,4,0,Nakuru,household,semi_formal,0.4107,0.7761,6.86
plastic,LDPE,32.77,6.54,mixed,4,3,Mombasa,commercial,semi_formal,0.3858,0.7666,4.88
metal,aluminum,39.71,6.9,clean,6,6,Eldoret,industrial,semi_formal,0.651,0.9651,71.23
paper,newspaper,18.44,2.34,mixed,10,4,Mombasa,dump_site,informal,0.3028,0.7908,3.77
plastic,PET,2.19,1.17,mixed,3,2,Nairobi,dump_site,informal,0.225,0.7055,14.6
plastic,LDPE,18.9,3.49,mixed,9,1,Nakuru,commercial,informal,0.3054,0.7361,4.33
plastic,HDPE,85.97,8.52,clean,2,2,Nairobi,industrial,formal,0.9188,0.9691,25.71
plastic,PVC,0.95,1.65,clean,4,1,Eldoret,dump_site,semi_formal,0.45,0.791,4.55
metal,aluminum,129.15,16.49,mixed,4,6,Mombasa,industrial,formal,0.775,0.9775,73.5
organic,food_waste,24.76,23.92,mixed,8,0,Nairobi,dump_site,informal,0.3394,0.9009,3.37
metal,tin,5.42,1.73,clean,9,0,Nairobi,commercial,semi_formal,0.4524,0.9452,16.37
plastic,mixed_plastic,1.99,0.68,mixed,5,1,Nairobi,dump_site,informal,0.225,0.7055,6.24
e_waste,batteries,2.53,3.83,contaminated,2,3,Nairobi,commercial,informal,0.0,0.95,31.16
plastic,LDPE,26.93,4.69,clean,11,3,Nairobi,household,semi_formal,0.577,0.8393,6.98
plastic,PP,8.75,3.8,clean,7,6,Nairobi,dump_site,semi_formal,0.4717,0.7992,10.96
plastic,LDPE,28.51,4.78,contaminated,1,6,Eldoret,industrial,informal,0.1361,0.6717,3.78
metal,steel,74.74,0.4,mixed,6,2,Nairobi,household,semi_formal,0.6288,0.9629,29.75
e_waste,computers,71.01,11.76,clean,10,5,Nairobi,industrial,formal,0.8322,0.9916,100.31
organic,garden_waste,12.93,2.25,clean,4,1,Kisumu,dump_site,semi_formal,0.4959,0.9244,4.9
textile,clothes,47.24,19.94,mixed,2,4,Nairobi,industrial,semi_formal,0.4696,0.8939,10.26
textile,clothes,14.1,15.81,contaminated,7,5,Nairobi,industrial,informal,0.0527,0.8105,7.78
metal,copper,12.38,2.81,mixed,12,5,Nairobi,commercial,informal,0.2677,0.9268,325.12
plastic,PP,29.63,19.64,clean,3,5,Mombasa,household,semi_formal,0.5926,0.8452,10.4
organic,garden_waste,47.59,3.35,mixed,3,5,Mombasa,commercial,semi_formal,0.4716,0.9207,5.78
metal,brass,17.81,8.79,mixed,12,5,Mombasa,commercial,informal,0.2992,0.9299,165.31
paper,newspaper,26.81,6.19,mixed,5,3,Nairobi,commercial,semi_formal,0.3513,0.8054,5.64
organic,food_waste,33.21,12.08,mixed,9,1,Nairobi,commercial,semi_formal,0.3883,0.9082,4.31
metal,steel,12.79,7.97,mixed,1,5,Mombasa,household,informal,0.2701,0.927,21.9
glass,clear_glass,14.42,11.91,clean,12,6,Nairobi,commercial,semi_formal,0.5045,0.777,5.85
plastic,mixed_plastic,1.15,13.4,mixed,7,4,Nairobi,commercial,informal,0.225,0.7055,6.01
metal,tin,15.42,0.66,mixed,12,6,Nairobi,industrial,informal,0.2853,0.9285,16.98
organic,food_waste,10.35,2.95,clean,10,2,Kisumu,household,semi_formal,0.481,0.9221,3.43
e_waste,batteries,1.16,0.77,clean,12,5,Nakuru,household,semi_formal,0.45,0.9725,34.59
glass,clear_glass,31.2,13.07,clean,8,6,Mombasa,commercial,semi_formal,0.6017,0.8208,6.41
metal,aluminum,39.67,22.03,clean,7,4,Mombasa,commercial,semi_formal,0.6507,0.9651,89.52
metal,aluminum,43.5,13.93,mixed,9,2,Kisumu,dump_site,semi_formal,0.4479,0.9448,56.63
plastic,PP,24.88,6.23,mixed,6,2,Nairobi,commercial,informal,0.3401,0.7492,9.81
metal,tin,7.07,10.4,clean,2,0,Kisumu,household,semi_formal,0.462,0.9462,17.96
e_waste,batteries,4.09,9.39,clean,7,2,Nairobi,commercial,semi_formal,0.45,0.9725,62.49
paper,newspaper,1.38,4.13,contaminated,7,2,Nairobi,household,informal,0.0,0.7,3.8
organic,garden_waste,20.97,11.46,mixed,2,5,Nairobi,commercial,informal,0.3175,0.8976,5.54
paper,newspaper,2.66,7.75,clean,6,1,Nairobi,household,semi_formal,0.45,0.835,6.78
plastic,PVC,23.33,6.34,contaminated,6,0,Kisumu,household,informal,0.1061,0.6603,3.03
paper,newspaper,9.52,1.77,mixed,7,5,Eldoret,commercial,informal,0.2511,0.7753,5.15
e_waste,computers,1.58,11.07,clean,1,1,Nairobi,industrial,semi_formal,0.45,0.9725,88.99
plastic,PP,11.46,2.72,mixed,7,6,Mombasa,industrial,informal,0.2624,0.7197,11.42
metal,tin,1.73,4.09,clean,9,4,Mombasa,industrial,semi_formal,0.45,0.945,18.62
metal,tin,19.35,4.8,clean,2,5,Nairobi,household,semi_formal,0.5331,0.9533,20.24
textile,industrial_textile,44.39,4.09,mixed,3,5,Nairobi,commercial,semi_formal,0.4531,0.8906,7.16
plastic,HDPE,24.98,11.01,clean,10,1,Mombasa,industrial,semi_formal,0.5657,0.8349,18.45
paper,office_paper,37.37,0.86,mixed,10,1,Nairobi,industrial,semi_formal,0.4124,0.8237,11.8
metal,copper,40.37,10.92,mixed,2,4,Nairobi,industrial,semi_formal,0.4298,0.943,465.09
paper,mixed_paper,32.06,2.53,clean,10,1,Nairobi,commercial,semi_formal,0.6066,0.882,7.71
e_waste,cables,2.86,2.77,mixed,2,6,Mombasa,household,informal,0.225,0.9612,53.08
paper,office_paper,4.21,5.63,clean,2,2,Nairobi,household,semi_formal,0.45,0.835,14.15
e_waste,computers,30.14,6.01,contaminated,4,6,Nairobi,dump_site,informal,0.1456,0.9573,39.08
plastic,HDPE,17.31,1.06,mixed,5,0,Kisumu,household,informal,0.2962,0.7326,12.96
plastic,mixed_plastic,41.56,14.43,mixed,1,1,Mombasa,household,semi_formal,0.4367,0.7859,7.08
paper,mixed_paper,8.98,11.95,mixed,6,2,Kisumu,household,informal,0.248,0.7744,3.75
metal,steel,53.03,18.13,contaminated,6,2,Nakuru,household,informal,0.2781,0.9278,15.8
paper,newspaper,99.68,5.5,clean,5,4,Mombasa,commercial,formal,0.9982,0.9994,9.3
textile,clothes,9.1,6.72,contaminated,1,5,Nairobi,industrial,informal,0.0237,0.8047,6.81
metal,copper,21.17,1.63,mixed,9,6,Mombasa,industrial,informal,0.3186,0.9319,447.74
plastic,PP,30.5,5.82,clean,10,0,Mombasa,household,semi_formal,0.5976,0.8471,11.15
organic,garden_waste,1.43,2.55,contaminated,2,5,Nakuru,dump_site,informal,0.0,0.85,3.25
paper,cardboard,14.55,5.25,clean,9,3,Nairobi,household,semi_formal,0.5053,0.8516,10.27
plastic,PVC,2.64,11.11,contaminated,4,3,Nairobi,dump_site,informal,0.0,0.62,2.55
plastic,mixed_plastic,1.87,6.39,mixed,4,1,Nairobi,household,informal,0.225,0.7055,4.99
plastic,mixed_plastic,4.69,0.45,clean,7,5,Nairobi,household,semi_formal,0.45,0.791,8.42
e_waste,mixed_ewaste,21.38,2.53,contaminated,7,1,Mombasa,commercial,informal,0.0948,0.9547,36.72
organic,food_waste,29.52,3.98,clean,9,3,Nairobi,commercial,semi_formal,0.5919,0.9388,5.72
rubber,tyres,22.77,2.52,mixed,9,3,Nairobi,dump_site,informal,0.3279,0.8656,10.89
metal,tin,73.68,7.86,contaminated,4,5,Nairobi,commercial,semi_formal,0.3976,0.9398,11.34
metal,tin,32.56,9.19,clean,2,4,Kisumu,industrial,semi_formal,0.6096,0.961,21.05
organic,food_waste,24.42,1.47,clean,2,6,Nairobi,household,semi_formal,0.5625,0.9344,5.14
plastic,mixed_plastic,20.63,1.58,mixed,6,0,Nakuru,household,informal,0.3155,0.7399,5.32
paper,cardboard,48.09,1.17,contaminated,9,5,Kisumu,dump_site,informal,0.2495,0.7748,5.28
plastic,PVC,30.74,0.86,clean,7,5,Eldoret,household,semi_formal,0.599,0.8476,6.12
e_waste,mixed_ewaste,15.35,1.39,clean,4,4,Nairobi,dump_site,semi_formal,0.5099,0.9755,40.93
glass,colored_glass,1.54,3.11,clean,9,0,Nairobi,industrial,semi_formal,0.45,0.7525,5.1
metal,aluminum,26.06,1.39,mixed,2,0,Nairobi,household,informal,0.3469,0.9347,85.48
glass,clear_glass,34.49,0.49,clean,9,3,Mombasa,household,semi_formal,0.6208,0.8293,5.88
e_waste,phones,39.53,19.03,mixed,4,3,Nairobi,household,semi_formal,0.4249,0.9712,59.98
metal,tin,13.44,12.67,mixed,2,1,Kisumu,industrial,informal,0.2738,0.9274,14.93
glass,colored_glass,8.04,1.76,contaminated,1,1,Eldoret,dump_site,informal,0.0176,0.5579,1.34
paper,newspaper,2.32,1.42,clean,9,6,Kisumu,commercial,semi_formal,0.45,0.835,6.37
plastic,HDPE,17.18,11.4,mixed,1,6,Nakuru,dump_site,informal,0.2955,0.7323,10.03
metal,tin,26.13,1.15,clean,7,0,Kisumu,industrial,semi_formal,0.5723,0.9572,19.81
paper,newspaper,37.59,23.95,clean,6,2,Kisumu,dump_site,semi_formal,0.6387,0.8916,4.84
plastic,HDPE,54.41,3.37,mixed,3,3,Kisumu,commercial,semi_formal,0.5111,0.8142,16.27
plastic,PET,22.31,6.78,clean,10,0,Nairobi,household,semi_formal,0.5502,0.8291,20.58
paper,office_paper,2.8,12.92,mixed,2,2,Mombasa,household,informal,0.225,0.7675,8.69
paper,mixed_paper,3.06,5.07,contaminated,2,0,Mombasa,industrial,informal,0.0,0.7,3.77
metal,tin,53.82,3.37,mixed,12,0,Kisumu,dump_site,semi_formal,0.5076,0.9508,11.22
rubber,mixed_rubber,33.7,0.76,mixed,9,5,Eldoret,dump_site,semi_formal,0.3911,0.8782,6.59
glass,clear_glass,19.47,9.85,clean,12,0,Nairobi,commercial,semi_formal,0.5338,0.7902,5.57
paper,office_paper,10.16,5.78,mixed,10,1,Kisumu,commercial,informal,0.2549,0.7765,7.28
glass,colored_glass,19.89,4.28,mixed,3,6,Nairobi,commercial,informal,0.3112,0.69,3.24
organic,food_waste,22.61,33.13,contaminated,7,5,Mombasa,household,informal,0.102,0.8653,2.05
metal,tin,11.36,4.06,clean,12,6,Nairobi,household,semi_formal,0.4868,0.9487,17.74
paper,newspaper,3.56,7.83,clean,8,5,Mombasa,industrial,semi_formal,0.45,0.835,9.16
plastic,PET,16.57,8.07,contaminated,1,0,Nairobi,household,informal,0.067,0.6455,10.56
plastic,PP,1.83,8.17,clean,6,6,Mombasa,industrial,semi_formal,0.45,0.791,12.48
metal,tin,27.67,4.69,clean,7,1,Mombasa,household,semi_formal,0.5813,0.9581,18.64
organic,garden_waste,33.42,5.84,clean,7,5,Mombasa,commercial,semi_formal,0.6146,0.9422,5.75
metal,steel,44.56,2.22,clean,6,4,Kisumu,commercial,semi_formal,0.679,0.9679,28.11
metal,tin,7.8,3.93,mixed,9,3,Nairobi,household,informal,0.2412,0.9241,13.02
e_waste,computers,35.23,0.55,clean,2,6,Nairobi,industrial,semi_formal,0.625,0.9813,111.12
paper,cardboard,20.61,5.87,clean,1,4,Mombasa,household,semi_formal,0.5403,0.8621,10.91
paper,office_paper,28.78,4.42,mixed,4,3,Mombasa,household,semi_formal,0.3627,0.8088,8.64
textile,clothes,4.41,1.45,clean,10,2,Nairobi,industrial,semi_formal,0.45,0.89,13.2
plastic,PP,7.47,3.27,clean,2,2,Eldoret,commercial,semi_formal,0.4643,0.7964,11.21
paper,office_paper,12.09,2.32,contaminated,4,4,Kisumu,household,informal,0.0411,0.7123,4.73
organic,food_waste,33.3,0.26,clean,12,2,Nairobi,household,semi_formal,0.6139,0.9421,4.24
paper,mixed_paper,63.08,2.73,mixed,10,4,Mombasa,household,semi_formal,0.5613,0.8684,5.21
glass,colored_glass,2.85,3.64,clean,11,1,Nairobi,household,semi_formal,0.45,0.7525,3.28
plastic,HDPE,22.87,0.74,clean,3,0,Nairobi,commercial,semi_formal,0.5534,0.8303,23.54
organic,food_waste,7.73,1.41,clean,1,6,Nairobi,household,semi_formal,0.4658,0.9199,4.68
rubber,mixed_rubber,11.18,12.28,clean,5,5,Nairobi,commercial,semi_formal,0.4858,0.8972,9.17
metal,copper,37.09,0.57,clean,12,4,Mombasa,household,semi_formal,0.6358,0.9636,397.23
plastic,PP,72.79,29.66,clean,5,2,Mombasa,dump_site,formal,0.8425,0.9401,9.49
metal,copper,2.5,5.78,contaminated,12,5,Nairobi,household,informal,0.0,0.9,258.77
textile,industrial_textile,44.13,0.85,contaminated,10,1,Nairobi,commercial,informal,0.2265,0.8453,4.77
paper,newspaper,2.13,2.16,clean,4,5,Eldoret,household,semi_formal,0.45,0.835,5.09
plastic,PVC,14.4,5.93,contaminated,7,0,Mombasa,household,informal,0.0544,0.6407,2.66
metal,brass,11.85,3.1,mixed,9,3,Nakuru,commercial,informal,0.2647,0.9265,186.61
glass,mixed_glass,87.21,2.95,clean,8,1,Nairobi,commercial,formal,0.9259,0.9667,4.23
plastic,PVC,2.11,0.88,contaminated,3,3,Nairobi,dump_site,informal,0.0,0.62,2.99
plastic,mixed_plastic,15.06,0.79,clean,10,5,Nairobi,dump_site,semi_formal,0.5083,0.8131,7.06
organic,food_waste,1.87,2.14,mixed,9,1,Kisumu,household,informal,0.225,0.8838,3.23
e_waste,computers,36.62,8.58,mixed,9,4,Kisumu,dump_site,semi_formal,0.408,0.9704,46.57
metal,tin,4.39,0.45,clean,11,2,Nairobi,commercial,semi_formal,0.45,0.945,19.42
plastic,HDPE,13.24,11.54,clean,8,1,Nairobi,dump_site,semi_formal,0.4977,0.8091,17.19
plastic,mixed_plastic,11.1,1.87,clean,9,3,Nairobi,commercial,semi_formal,0.4853,0.8044,9.81
e_waste,cables,26.35,16.11,mixed,5,4,Kisumu,household,informal,0.3486,0.9674,41.06
e_waste,cables,25.38,7.57,clean,2,5,Nairobi,household,semi_formal,0.568,0.9784,63.39
metal,tin,36.43,1.86,clean,12,0,Nairobi,dump_site,semi_formal,0.6319,0.9632,19.25
e_waste,batteries,8.28,3.77,mixed,8,5,Nakuru,industrial,informal,0.244,0.9622,35.23
paper,cardboard,43.27,15.12,contaminated,6,2,Nakuru,household,informal,0.2216,0.7665,5.16
e_waste,mixed_ewaste,6.43,1.14,clean,11,3,Eldoret,industrial,semi_formal,0.4583,0.9729,53.35
paper,cardboard,41.17,13.84,contaminated,3,1,Mombasa,dump_site,informal,0.2094,0.7628,5.27
e_waste,computers,22.02,34.05,mixed,4,5,Eldoret,household,informal,0.3235,0.9662,39.06
rubber,mixed_rubber,29.21,7.71,mixed,5,1,Kisumu,household,semi_formal,0.3652,0.873,6.77
organic,garden_waste,25.52,3.44,mixed,2,6,Eldoret,dump_site,informal,0.3438,0.9016,3.96
glass,mixed_glass,7.57,11.02,clean,9,0,Eldoret,commercial,semi_formal,0.4649,0.7592,2.39
metal,copper,12.01,3.44,mixed,4,5,Nairobi,dump_site,informal,0.2656,0.9266,286.72
glass,clear_glass,43.06,16.06,clean,6,0,Nairobi,industrial,semi_formal,0.6703,0.8517,6.96
plastic,PET,12.35,3.33,mixed,12,5,Nairobi,household,informal,0.2676,0.7217,16.71
glass,clear_glass,23.71,0.83,clean,10,6,Nairobi,household,semi_formal,0.5583,0.8012,6.7
metal,copper,6.07,3.22,clean,8,0,Nairobi,household,semi_formal,0.4562,0.9456,483.91
plastic,PVC,60.25,16.31,mixed,5,4,Kisumu,commercial,semi_formal,0.5449,0.8271,5.2
