waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
plastic,LDPE,11.28,5.87,mixed,6,3,Kisumu,household,semi_formal,0.4545,0.7927,4.24
e_waste,cables,32.94,0.97,clean,1,5,Nairobi,commercial,formal,1.0,1.0,54.55
rubber,tyres,8.38,3.14,mixed,6,1,Kisumu,commercial,semi_formal,0.4545,0.8909,13.22
glass,clear_glass,11.41,0.63,contaminated,1,1,Mombasa,commercial,informal,0.0,0.55,1.77
plastic,LDPE,69.51,11.11,mixed,7,2,Nairobi,commercial,semi_formal,0.4545,0.7927,6.14
paper,office_paper,1.88,17.52,clean,9,6,Eldoret,commercial,formal,1.0,1.0,7.1
textile,clothes,10.06,10.69,clean,1,6,Nairobi,household,formal,1.0,1.0,6.93
plastic,PVC,41.34,3.81,clean,4,2,Nairobi,dump_site,formal,1.0,1.0,8.12
plastic,PP,27.31,7.36,clean,12,6,Mombasa,commercial,formal,1.0,1.0,10.83
paper,cardboard,14.56,2.39,clean,12,6,Nairobi,industrial,formal,1.0,1.0,9.26
metal,brass,8.47,9.92,mixed,2,3,Kajiado,household,semi_formal,0.4545,0.9455,156.46
paper,newspaper,28.42,4.34,contaminated,2,3,Eldoret,industrial,informal,0.0,0.7,3.5
plastic,mixed_plastic,16.2,0.2,mixed,11,3,Nairobi,household,semi_formal,0.4545,0.7927,5.37
plastic,PET,54.48,33.3,clean,1,5,Kiambu,industrial,formal,1.0,1.0,10.97
plastic,PVC,7.71,4.95,mixed,10,3,Eldoret,industrial,semi_formal,0.4545,0.7927,4.36
plastic,PET,12.56,1.54,clean,12,6,Eldoret,commercial,formal,1.0,1.0,11.32
metal,steel,15.61,14.46,clean,9,2,Nairobi,industrial,formal,1.0,1.0,24.4
metal,steel_light,3.84,14.94,contaminated,3,2,Nairobi,commercial,informal,0.0,0.9,12.49
plastic,PVC,29.76,10.26,mixed,8,5,Kajiado,household,semi_formal,0.4545,0.7927,5.33
plastic,PET,11.28,1.83,clean,11,5,Nairobi,commercial,formal,1.0,1.0,19.75
paper,office_paper,10.44,4.56,mixed,6,1,Nairobi,commercial,semi_formal,0.4545,0.8364,7.98
plastic,LDPE,11.7,2.93,contaminated,7,6,Nairobi,industrial,informal,0.0,0.62,4.89
organic,garden_waste,31.58,5.35,mixed,4,4,Nairobi,commercial,semi_formal,0.4545,0.9182,4.11
paper,newspaper,11.72,14.66,mixed,12,2,Kisumu,commercial,semi_formal,0.4545,0.8364,4.22
glass,clear_glass,2.05,2.87,clean,5,4,Nairobi,household,formal,1.0,1.0,3.92
paper,cardboard,38.27,0.95,contaminated,11,4,Nairobi,household,informal,0.0,0.7,3.67
plastic,PP,51.07,1.81,clean,6,6,Nakuru,commercial,formal,1.0,1.0,8.82
paper,office_paper,16.59,6.52,contaminated,12,2,Mombasa,commercial,informal,0.0,0.7,3.46
metal,steel,20.33,0.29,contaminated,3,3,Kisumu,household,informal,0.0,0.9,16.37
e_waste,batteries,3.03,5.73,clean,5,1,Nairobi,household,formal,1.0,1.0,41.42
metal,steel,22.17,15.84,mixed,11,0,Mombasa,household,semi_formal,0.4545,0.9455,16.83
plastic,HDPE,5.13,8.5,mixed,6,4,Nairobi,commercial,semi_formal,0.4545,0.7927,8.45
paper,newspaper,20.59,2.12,mixed,5,1,Kisumu,commercial,semi_formal,0.4545,0.8364,3.89
metal,copper,8.76,8.69,mixed,12,2,Machakos,commercial,semi_formal,0.4545,0.9455,315.75
metal,brass,24.3,13.77,clean,6,1,Mombasa,commercial,formal,1.0,1.0,188.23
metal,brass,21.03,13.35,mixed,1,5,Nakuru,household,semi_formal,0.4545,0.9455,142.12
plastic,HDPE,39.02,4.65,mixed,4,0,Nairobi,household,semi_formal,0.4545,0.7927,5.27
organic,garden_waste,100.59,10.75,mixed,2,5,Machakos,household,semi_formal,0.4545,0.9182,2.48
paper,mixed_paper,23.14,8.46,mixed,5,1,Mombasa,industrial,semi_formal,0.4545,0.8364,4.25
paper,newspaper,7.19,20.09,clean,11,1,Mombasa,household,formal,1.0,1.0,3.28
plastic,PET,34.74,2.87,contaminated,8,0,Kiambu,industrial,informal,0.0,0.62,6.13
metal,copper,35.11,20.63,clean,10,5,Machakos,household,formal,1.0,1.0,309.71
rubber,tyres,54.12,1.42,clean,8,6,Kiambu,household,formal,1.0,1.0,13.17
plastic,HDPE,34.09,13.0,clean,12,0,Nairobi,household,formal,1.0,1.0,11.72
metal,aluminum,5.58,8.19,contaminated,3,5,Nairobi,commercial,informal,0.0,0.9,15.44
organic,food_waste,26.92,32.78,clean,5,6,Nakuru,household,formal,1.0,1.0,4.42
metal,steel_light,9.31,1.15,mixed,2,4,Nakuru,household,semi_formal,0.4545,0.9455,11.24
rubber,mixed_rubber,10.63,13.14,clean,10,0,Kiambu,household,formal,1.0,1.0,8.63
metal,copper,54.62,21.22,mixed,1,6,Kiambu,industrial,semi_formal,0.4545,0.9455,308.56
paper,cardboard,32.08,1.59,mixed,5,2,Kajiado,commercial,semi_formal,0.4545,0.8364,5.57
paper,office_paper,82.46,8.44,mixed,10,5,Mombasa,household,semi_formal,0.4545,0.8364,4.23
plastic,LDPE,4.29,0.38,mixed,4,2,Kiambu,household,semi_formal,0.4545,0.7927,4.07
metal,copper,8.85,1.98,mixed,11,6,Nakuru,industrial,semi_formal,0.4545,0.9455,321.71
organic,food_waste,17.75,0.88,clean,9,5,Kajiado,industrial,formal,1.0,1.0,8.65
paper,cardboard,42.54,16.03,clean,2,1,Kajiado,household,formal,1.0,1.0,5.59
paper,office_paper,27.48,12.2,clean,4,6,Nairobi,household,formal,1.0,1.0,6.34
plastic,mixed_plastic,9.84,28.7,mixed,1,1,Nairobi,household,semi_formal,0.4545,0.7927,7.27
paper,newspaper,77.3,10.63,mixed,11,4,Nakuru,commercial,semi_formal,0.4545,0.8364,4.06
plastic,PVC,15.12,1.15,clean,2,3,Kajiado,commercial,formal,1.0,1.0,11.45
metal,aluminum,93.0,12.75,clean,8,2,Nairobi,commercial,formal,1.0,1.0,23.9
plastic,PP,16.89,0.5,mixed,10,0,Nairobi,household,semi_formal,0.4545,0.7927,6.91
plastic,LDPE,16.28,2.98,clean,11,2,Kiambu,industrial,formal,1.0,1.0,10.46
metal,aluminum,30.15,6.67,clean,9,1,Mombasa,household,formal,1.0,1.0,16.78
rubber,tyres,14.03,12.71,clean,5,3,Nakuru,household,formal,1.0,1.0,13.16
plastic,PVC,45.23,5.27,clean,3,6,Mombasa,household,formal,1.0,1.0,7.88
plastic,mixed_plastic,56.95,1.96,mixed,10,2,Nairobi,industrial,semi_formal,0.4545,0.7927,7.71
metal,steel_light,40.31,6.23,clean,4,2,Kisumu,household,formal,1.0,1.0,12.56
metal,tin,26.84,0.41,clean,6,1,Nairobi,commercial,formal,1.0,1.0,20.86
plastic,PVC,2.89,13.16,clean,5,5,Nairobi,commercial,formal,1.0,1.0,8.64
plastic,PET,107.55,2.57,clean,10,2,Eldoret,dump_site,formal,1.0,1.0,9.47
glass,mixed_glass,52.09,26.08,clean,4,0,Nairobi,household,formal,1.0,1.0,1.97
metal,brass,57.68,2.3,clean,3,0,Nairobi,commercial,formal,1.0,1.0,300.29
organic,food_waste,5.48,25.72,contaminated,2,0,Nairobi,industrial,informal,0.0,0.85,6.23
e_waste,computers,2.75,7.13,mixed,1,1,Kisumu,industrial,semi_formal,0.4545,0.9727,56.67
paper,newspaper,33.76,8.72,clean,6,4,Nairobi,dump_site,formal,1.0,1.0,5.08
metal,steel_light,19.57,19.34,clean,2,2,Nairobi,dump_site,formal,1.0,1.0,18.7
glass,mixed_glass,10.52,7.75,clean,12,2,Kisumu,industrial,formal,1.0,1.0,3.74
paper,mixed_paper,29.66,14.19,mixed,8,0,Nakuru,household,semi_formal,0.4545,0.8364,3.53
organic,garden_waste,41.69,18.45,clean,7,3,Mombasa,household,formal,1.0,1.0,5.41
organic,garden_waste,29.44,3.2,mixed,4,5,Nairobi,household,semi_formal,0.4545,0.9182,3.85
textile,clothes,26.58,5.51,clean,2,5,Nairobi,household,formal,1.0,1.0,6.74
plastic,PP,80.58,13.79,mixed,12,0,Kiambu,household,semi_formal,0.4545,0.7927,5.19
textile,industrial_textile,22.21,0.37,clean,8,2,Nairobi,commercial,formal,1.0,1.0,8.25
organic,garden_waste,29.92,6.53,clean,6,6,Nairobi,commercial,formal,1.0,1.0,5.3
textile,clothes,18.1,1.5,contaminated,9,0,Kiambu,household,informal,0.0,0.8,5.34
plastic,PP,14.12,7.1,clean,7,5,Nairobi,commercial,formal,1.0,1.0,13.01
e_waste,cables,24.35,5.56,clean,5,2,Kisumu,commercial,formal,1.0,1.0,56.13
organic,garden_waste,27.5,9.78,clean,11,0,Nairobi,commercial,formal,1.0,1.0,5.89
metal,steel_heavy,94.72,2.48,clean,12,2,Kiambu,dump_site,formal,1.0,1.0,32.72
metal,tin,45.21,11.39,clean,5,6,Mombasa,commercial,formal,1.0,1.0,14.12
e_waste,phones,19.08,0.68,clean,3,3,Kisumu,commercial,formal,1.0,1.0,103.71
paper,cardboard,20.66,11.16,mixed,6,4,Mombasa,household,semi_formal,0.4545,0.8364,4.62
e_waste,computers,54.38,0.28,clean,2,5,Kajiado,household,formal,1.0,1.0,42.61
plastic,mixed_plastic,29.62,14.06,mixed,7,6,Kiambu,household,semi_formal,0.4545,0.7927,5.95
organic,food_waste,1.45,83.07,clean,9,1,Kiambu,household,formal,1.0,1.0,5.23
paper,office_paper,17.25,10.85,clean,7,4,Nairobi,household,formal,1.0,1.0,6.62
metal,brass,15.66,17.46,mixed,10,1,Nairobi,household,semi_formal,0.4545,0.9455,184.39
plastic,LDPE,56.72,4.48,mixed,3,6,Kisumu,household,semi_formal,0.4545,0.7927,3.94
e_waste,phones,16.88,5.4,contaminated,10,1,Kiambu,household,informal,0.0,0.95,54.38
plastic,HDPE,16.18,4.42,clean,11,0,Kiambu,household,formal,1.0,1.0,12.71
plastic,mixed_plastic,60.48,4.39,clean,11,3,Kiambu,household,formal,1.0,1.0,6.74
paper,mixed_paper,21.52,11.98,mixed,4,6,Nakuru,commercial,semi_formal,0.4545,0.8364,3.66
metal,aluminum,33.5,26.61,contaminated,3,2,Nairobi,commercial,informal,0.0,0.9,11.92
textile,clothes,34.41,63.16,mixed,6,1,Eldoret,commercial,semi_formal,0.4545,0.8909,2.59
organic,food_waste,7.5,8.68,contaminated,5,2,Nairobi,household,informal,0.0,0.85,4.21
rubber,tyres,36.08,0.62,clean,4,3,Mombasa,commercial,formal,1.0,1.0,14.71
e_waste,mixed_ewaste,33.49,1.08,clean,8,0,Nairobi,household,formal,1.0,1.0,52.28
metal,aluminum,47.37,1.92,contaminated,9,1,Machakos,household,informal,0.0,0.9,14.36
paper,office_paper,21.22,10.32,mixed,7,4,Machakos,industrial,semi_formal,0.4545,0.8364,5.88
paper,newspaper,27.34,7.99,clean,6,2,Machakos,commercial,formal,1.0,1.0,5.91
metal,brass,19.3,16.17,clean,4,5,Mombasa,commercial,formal,1.0,1.0,239.55
e_waste,mixed_ewaste,41.73,8.7,mixed,3,3,Machakos,household,semi_formal,0.4545,0.9727,31.29
plastic,LDPE,23.57,3.11,clean,7,2,Nairobi,commercial,formal,1.0,1.0,9.55
organic,garden_waste,42.02,23.32,clean,3,2,Kajiado,dump_site,formal,1.0,1.0,3.65
metal,steel,5.08,7.88,clean,10,5,Mombasa,household,formal,1.0,1.0,18.95
textile,clothes,19.83,4.91,clean,12,0,Nairobi,household,formal,1.0,1.0,6.7
paper,cardboard,8.39,19.89,contaminated,6,2,Mombasa,dump_site,informal,0.0,0.7,3.43
paper,cardboard,25.33,1.33,contaminated,2,3,Nairobi,household,informal,0.0,0.7,4.45
e_waste,mixed_ewaste,15.11,6.02,mixed,3,5,Mombasa,industrial,semi_formal,0.4545,0.9727,50.93
metal,brass,89.14,3.25,mixed,3,4,Nairobi,industrial,semi_formal,0.4545,0.9455,221.48
plastic,PVC,67.75,4.15,mixed,3,0,Nairobi,commercial,semi_formal,0.4545,0.7927,6.0
plastic,HDPE,17.02,12.26,mixed,11,5,Kisumu,household,semi_formal,0.4545,0.7927,6.09
plastic,PVC,28.0,19.66,clean,12,4,Machakos,household,formal,1.0,1.0,6.84
plastic,PP,16.05,8.98,clean,10,0,Nairobi,household,formal,1.0,1.0,9.38
paper,cardboard,47.08,9.96,clean,6,5,Nairobi,commercial,formal,1.0,1.0,8.21
plastic,mixed_plastic,12.84,10.95,clean,12,0,Kisumu,industrial,formal,1.0,1.0,10.25
plastic,PP,10.68,13.21,clean,6,1,Kisumu,household,formal,1.0,1.0,7.16
paper,office_paper,10.71,4.36,contaminated,8,2,Kisumu,commercial,informal,0.0,0.7,4.53
paper,office_paper,64.61,0.98,clean,6,5,Nairobi,household,formal,1.0,1.0,7.36
textile,industrial_textile,19.5,10.52,mixed,9,0,Eldoret,dump_site,semi_formal,0.4545,0.8909,3.09
paper,office_paper,3.5,3.66,contaminated,4,6,Nairobi,commercial,informal,0.0,0.7,5.97
organic,food_waste,20.45,1.47,contaminated,5,2,Nairobi,industrial,informal,0.0,0.85,4.9
glass,colored_glass,9.85,10.97,clean,3,6,Nairobi,commercial,formal,1.0,1.0,3.06
metal,aluminum,19.09,1.8,clean,5,4,Mombasa,commercial,formal,1.0,1.0,22.52
plastic,PP,28.97,7.19,clean,12,1,Kiambu,commercial,formal,1.0,1.0,10.83
plastic,HDPE,49.07,22.04,clean,4,2,Nairobi,commercial,formal,1.0,1.0,10.43
metal,steel,38.56,19.49,clean,7,0,Machakos,household,formal,1.0,1.0,24.48
paper,mixed_paper,44.6,15.15,clean,7,3,Nairobi,household,formal,1.0,1.0,6.19
plastic,HDPE,17.76,67.91,clean,8,1,Nairobi,household,formal,1.0,1.0,9.11
e_waste,computers,6.04,11.4,clean,11,2,Mombasa,commercial,formal,1.0,1.0,79.19
metal,steel_light,57.23,5.49,mixed,6,2,Kiambu,industrial,semi_formal,0.4545,0.9455,15.59
e_waste,computers,27.81,2.27,clean,6,1,Mombasa,commercial,formal,1.0,1.0,70.13
paper,newspaper,2.24,6.31,clean,7,3,Kisumu,commercial,formal,1.0,1.0,6.66
paper,newspaper,16.81,0.71,contaminated,1,6,Kisumu,commercial,informal,0.0,0.7,4.54
paper,office_paper,32.38,17.99,clean,11,1,Nairobi,household,formal,1.0,1.0,6.09
glass,colored_glass,13.25,1.14,mixed,5,0,Kiambu,commercial,semi_formal,0.4545,0.7545,1.72
paper,mixed_paper,15.65,3.65,clean,3,2,Kisumu,household,formal,1.0,1.0,5.99
metal,steel,22.03,2.57,mixed,11,2,Kisumu,commercial,semi_formal,0.4545,0.9455,19.89
e_waste,cables,36.37,0.2,clean,6,1,Mombasa,household,formal,1.0,1.0,56.42
metal,copper,37.49,41.85,mixed,9,5,Kiambu,household,semi_formal,0.4545,0.9455,303.44
paper,newspaper,17.37,10.92,mixed,10,2,Nakuru,dump_site,semi_formal,0.4545,0.8364,3.23
e_waste,phones,46.75,25.05,clean,7,1,Kajiado,household,formal,1.0,1.0,56.32
plastic,mixed_plastic,29.79,12.9,clean,7,1,Nairobi,industrial,formal,1.0,1.0,9.03
plastic,PET,21.72,15.76,mixed,4,4,Machakos,industrial,semi_formal,0.4545,0.7927,9.41
metal,steel,16.11,12.52,clean,1,1,Nairobi,commercial,formal,1.0,1.0,35.53
plastic,PP,25.62,17.28,clean,12,1,Machakos,commercial,formal,1.0,1.0,10.96
glass,mixed_glass,11.38,17.79,mixed,12,0,Mombasa,commercial,semi_formal,0.4545,0.7545,2.17
glass,mixed_glass,9.64,9.69,mixed,3,3,Nakuru,commercial,semi_formal,0.4545,0.7545,1.58
paper,mixed_paper,39.56,1.61,clean,9,4,Eldoret,dump_site,formal,1.0,1.0,4.09
rubber,tyres,2.98,5.52,mixed,11,5,Nairobi,commercial,semi_formal,0.4545,0.8909,10.6
metal,copper,20.26,0.39,mixed,12,4,Nairobi,commercial,semi_formal,0.4545,0.9455,419.55
glass,clear_glass,24.94,13.94,clean,5,4,Nakuru,industrial,formal,1.0,1.0,3.31
paper,cardboard,19.57,4.28,contaminated,8,4,Kisumu,commercial,informal,0.0,0.7,4.25
paper,office_paper,38.23,13.08,clean,7,6,Nairobi,commercial,formal,1.0,1.0,7.69
plastic,LDPE,7.96,5.01,clean,9,3,Nairobi,commercial,formal,1.0,1.0,7.86
metal,aluminum,20.5,20.15,clean,10,0,Kisumu,commercial,formal,1.0,1.0,18.76
e_waste,batteries,16.24,6.94,clean,3,0,Kajiado,commercial,formal,1.0,1.0,41.44
e_waste,computers,8.4,22.65,clean,9,2,Eldoret,household,formal,1.0,1.0,39.69
metal,aluminum,33.59,6.99,contaminated,12,1,Nairobi,commercial,informal,0.0,0.9,17.39
plastic,PET,24.28,1.68,contaminated,2,4,Nairobi,industrial,informal,0.0,0.62,7.85
e_waste,phones,22.33,0.35,clean,12,1,Machakos,household,formal,1.0,1.0,66.1
metal,tin,14.99,3.72,clean,1,3,Nakuru,household,formal,1.0,1.0,17.31
paper,mixed_paper,40.79,7.24,clean,11,2,Nairobi,commercial,formal,1.0,1.0,5.1
metal,steel_light,10.9,24.89,clean,6,3,Kiambu,household,formal,1.0,1.0,17.21
paper,office_paper,19.76,5.71,mixed,4,2,Eldoret,industrial,semi_formal,0.4545,0.8364,5.12
plastic,HDPE,26.28,15.78,clean,9,5,Nairobi,commercial,formal,1.0,1.0,15.77
e_waste,batteries,23.99,8.37,clean,11,4,Nairobi,commercial,formal,1.0,1.0,49.55
paper,office_paper,105.51,23.97,clean,9,0,Nakuru,industrial,formal,1.0,1.0,5.12
plastic,mixed_plastic,20.34,7.7,mixed,5,3,Nairobi,industrial,semi_formal,0.4545,0.7927,6.81
paper,newspaper,17.53,4.36,mixed,12,4,Nairobi,industrial,semi_formal,0.4545,0.8364,6.39
glass,clear_glass,17.17,35.46,mixed,4,3,Mombasa,household,semi_formal,0.4545,0.7545,2.0
metal,tin,21.92,33.24,clean,8,2,Mombasa,household,formal,1.0,1.0,13.15
plastic,HDPE,8.65,2.67,clean,9,6,Kiambu,household,formal,1.0,1.0,15.03
paper,cardboard,6.95,8.28,contaminated,4,3,Nairobi,household,informal,0.0,0.7,4.1
paper,office_paper,73.45,26.95,mixed,1,1,Nairobi,dump_site,semi_formal,0.4545,0.8364,3.34
plastic,PET,27.5,15.23,mixed,6,1,Kisumu,commercial,semi_formal,0.4545,0.7927,8.85
plastic,PET,26.77,5.73,clean,4,0,Nakuru,commercial,formal,1.0,1.0,11.07
plastic,HDPE,69.77,0.7,contaminated,2,5,Mombasa,dump_site,informal,0.0,0.62,5.75
plastic,mixed_plastic,10.9,10.27,clean,1,0,Kiambu,household,formal,1.0,1.0,8.87
metal,copper,21.91,12.85,contaminated,8,2,Nairobi,household,informal,0.0,0.9,224.79
metal,steel_light,32.97,1.41,clean,11,4,Mombasa,household,formal,1.0,1.0,14.96
e_waste,phones,33.46,4.76,clean,3,0,Nakuru,household,formal,1.0,1.0,71.31
organic,garden_waste,14.3,8.4,mixed,2,0,Nakuru,commercial,semi_formal,0.4545,0.9182,4.5
plastic,HDPE,51.82,11.99,contaminated,8,6,Kisumu,commercial,informal,0.0,0.62,5.31
metal,steel,8.09,3.83,clean,4,4,Eldoret,household,formal,1.0,1.0,20.04
e_waste,cables,32.19,38.66,clean,11,5,Mombasa,commercial,formal,1.0,1.0,54.02
plastic,PVC,29.01,1.11,clean,4,1,Kajiado,commercial,formal,1.0,1.0,8.41
textile,industrial_textile,47.25,2.51,clean,3,6,Nakuru,commercial,formal,1.0,1.0,5.65
plastic,PET,32.9,2.02,mixed,1,6,Nairobi,household,semi_formal,0.4545,0.7927,9.95
rubber,mixed_rubber,10.57,0.27,contaminated,8,6,Kisumu,dump_site,informal,0.0,0.8,4.61
plastic,PET,9.7,2.59,mixed,7,2,Kiambu,commercial,semi_formal,0.4545,0.7927,11.65
plastic,PET,44.66,16.31,mixed,8,3,Nairobi,commercial,semi_formal,0.4545,0.7927,12.79
plastic,PET,8.35,4.11,clean,3,3,Nairobi,industrial,formal,1.0,1.0,21.09
metal,tin,28.46,2.02,clean,5,2,Nairobi,commercial,formal,1.0,1.0,18.99
plastic,mixed_plastic,5.88,36.34,mixed,5,5,Eldoret,household,semi_formal,0.4545,0.7927,5.21
paper,cardboard,27.88,6.86,clean,6,5,Kisumu,industrial,formal,1.0,1.0,6.41
metal,brass,3.79,15.54,mixed,2,0,Nakuru,household,semi_formal,0.4545,0.9455,179.28
e_waste,computers,35.84,4.81,contaminated,1,5,Nairobi,industrial,informal,0.0,0.95,76.53
glass,mixed_glass,13.13,2.34,clean,8,2,Mombasa,industrial,formal,1.0,1.0,4.25
e_waste,phones,75.85,13.96,clean,2,3,Mombasa,household,formal,1.0,1.0,60.84
glass,clear_glass,33.46,13.08,mixed,11,6,Mombasa,household,semi_formal,0.4545,0.7545,1.9
rubber,mixed_rubber,53.29,8.4,mixed,5,6,Eldoret,household,semi_formal,0.4545,0.8909,4.17
plastic,PP,50.67,1.22,clean,4,1,Eldoret,dump_site,formal,1.0,1.0,6.98
paper,newspaper,46.55,18.83,clean,10,4,Nairobi,household,formal,1.0,1.0,6.11
e_waste,cables,24.36,3.02,mixed,3,5,Eldoret,household,semi_formal,0.4545,0.9727,41.22
metal,tin,52.31,8.48,clean,9,1,Kisumu,household,formal,1.0,1.0,10.75
glass,colored_glass,14.78,8.79,clean,2,3,Eldoret,household,formal,1.0,1.0,1.82
metal,brass,24.6,20.42,clean,2,0,Machakos,commercial,formal,1.0,1.0,205.84
rubber,mixed_rubber,24.49,10.69,mixed,12,5,Mombasa,commercial,semi_formal,0.4545,0.8909,7.39
plastic,mixed_plastic,16.71,8.14,clean,9,3,Nairobi,commercial,formal,1.0,1.0,11.82
paper,mixed_paper,24.93,0.21,clean,2,2,Kiambu,household,formal,1.0,1.0,5.92
plastic,LDPE,9.14,1.5,clean,3,2,Nairobi,commercial,formal,1.0,1.0,8.7
metal,steel_light,65.97,7.67,mixed,3,3,Nairobi,household,semi_formal,0.4545,0.9455,9.74
metal,steel_heavy,9.29,15.1,mixed,2,4,Kiambu,commercial,semi_formal,0.4545,0.9455,38.41
plastic,PVC,6.04,2.2,clean,8,1,Nairobi,household,formal,1.0,1.0,11.8
organic,garden_waste,41.7,5.44,mixed,7,4,Kisumu,commercial,semi_formal,0.4545,0.9182,3.86
paper,office_paper,20.36,2.11,contaminated,5,6,Nairobi,commercial,informal,0.0,0.7,4.19
plastic,PVC,5.75,6.31,contaminated,6,4,Nairobi,industrial,informal,0.0,0.62,5.38
metal,aluminum,22.58,5.72,clean,12,5,Machakos,household,formal,1.0,1.0,18.51
glass,clear_glass,18.14,6.42,clean,1,1,Eldoret,commercial,formal,1.0,1.0,3.55
rubber,mixed_rubber,26.67,2.64,contaminated,5,5,Kisumu,commercial,informal,0.0,0.8,4.58
plastic,mixed_plastic,1.86,4.33,clean,2,2,Nairobi,household,formal,1.0,1.0,9.49
textile,industrial_textile,36.3,2.37,contaminated,1,4,Kajiado,household,informal,0.0,0.8,3.67
metal,copper,14.55,9.4,clean,5,0,Kisumu,household,formal,1.0,1.0,250.45
plastic,mixed_plastic,27.69,19.9,clean,10,5,Nairobi,commercial,formal,1.0,1.0,11.42
paper,office_paper,34.79,7.39,clean,12,0,Nairobi,commercial,formal,1.0,1.0,7.53
metal,tin,44.53,14.04,clean,2,5,Nairobi,dump_site,formal,1.0,1.0,17.65
glass,mixed_glass,32.72,15.4,mixed,5,1,Kisumu,commercial,semi_formal,0.4545,0.7545,1.97
organic,food_waste,21.29,33.46,contaminated,3,3,Nairobi,dump_site,informal,0.0,0.85,3.91
paper,mixed_paper,44.74,30.33,mixed,4,6,Mombasa,commercial,semi_formal,0.4545,0.8364,3.97
metal,steel_heavy,54.13,0.33,contaminated,4,3,Nairobi,household,informal,0.0,0.9,22.11
plastic,PVC,37.8,3.06,contaminated,2,0,Nakuru,household,informal,0.0,0.62,3.95
e_waste,cables,52.65,8.84,mixed,7,5,Nakuru,commercial,semi_formal,0.4545,0.9727,51.82
metal,aluminum,45.4,16.31,clean,11,1,Nakuru,household,formal,1.0,1.0,13.31
e_waste,computers,9.06,67.36,contaminated,7,5,Kajiado,household,informal,0.0,0.95,41.71
metal,steel_heavy,19.61,9.33,clean,4,1,Kiambu,household,formal,1.0,1.0,28.88
e_waste,phones,29.42,15.06,clean,6,6,Kiambu,commercial,formal,1.0,1.0,84.08
metal,steel_light,42.33,6.23,contaminated,8,2,Nairobi,commercial,informal,0.0,0.9,16.11
paper,office_paper,27.39,3.14,contaminated,6,4,Nairobi,household,informal,0.0,0.7,3.82
e_waste,phones,14.31,0.2,clean,3,5,Machakos,commercial,formal,1.0,1.0,91.38
plastic,PP,35.74,4.47,contaminated,4,4,Kajiado,industrial,informal,0.0,0.62,5.88
paper,office_paper,12.12,24.56,clean,1,3,Nairobi,household,formal,1.0,1.0,7.79
metal,steel_light,21.26,26.94,contaminated,11,5,Kiambu,commercial,informal,0.0,0.9,9.66
metal,brass,19.26,5.16,clean,4,0,Nairobi,dump_site,formal,1.0,1.0,178.11
paper,office_paper,15.84,3.08,contaminated,11,4,Nairobi,industrial,informal,0.0,0.7,5.3
paper,office_paper,20.18,6.75,clean,1,3,Machakos,household,formal,1.0,1.0,5.21
paper,newspaper,21.12,3.32,clean,6,5,Nairobi,commercial,formal,1.0,1.0,7.5
organic,garden_waste,9.67,34.0,clean,12,5,Nairobi,dump_site,formal,1.0,1.0,4.04
paper,mixed_paper,18.58,2.02,clean,5,2,Nairobi,household,formal,1.0,1.0,5.6
paper,cardboard,16.23,4.94,clean,11,3,Kisumu,household,formal,1.0,1.0,6.72
plastic,LDPE,58.15,0.83,clean,7,6,Nairobi,household,formal,1.0,1.0,7.28
metal,tin,58.48,18.94,clean,2,3,Kiambu,industrial,formal,1.0,1.0,17.39
plastic,PP,47.68,10.91,clean,1,4,Machakos,commercial,formal,1.0,1.0,11.35
e_waste,batteries,54.96,9.66,mixed,9,0,Nairobi,industrial,semi_formal,0.4545,0.9727,29.55
plastic,mixed_plastic,26.06,19.95,clean,10,0,Eldoret,dump_site,formal,1.0,1.0,5.34
paper,cardboard,14.9,20.55,mixed,5,0,Nakuru,household,semi_formal,0.4545,0.8364,3.42
glass,colored_glass,43.19,5.13,contaminated,4,1,Machakos,commercial,informal,0.0,0.55,1.02
organic,food_waste,20.81,10.44,clean,4,1,Mombasa,commercial,formal,1.0,1.0,7.18
metal,brass,11.47,23.86,mixed,8,6,Machakos,commercial,semi_formal,0.4545,0.9455,210.2
e_waste,batteries,29.29,4.06,clean,3,6,Mombasa,household,formal,1.0,1.0,32.68
plastic,LDPE,54.31,19.95,mixed,1,3,Eldoret,household,semi_formal,0.4545,0.7927,3.55
plastic,LDPE,31.2,35.57,clean,8,1,Kajiado,household,formal,1.0,1.0,6.54
paper,mixed_paper,29.16,0.6,mixed,4,3,Nairobi,household,semi_formal,0.4545,0.8364,4.37
paper,office_paper,1.49,27.48,mixed,8,6,Mombasa,commercial,semi_formal,0.4545,0.8364,6.8
plastic,mixed_plastic,4.95,19.94,contaminated,12,0,Nakuru,dump_site,informal,0.0,0.62,3.75
plastic,PP,47.24,8.09,mixed,1,3,Kisumu,household,semi_formal,0.4545,0.7927,5.31
plastic,PP,29.27,55.8,mixed,6,6,Machakos,commercial,semi_formal,0.4545,0.7927,6.79
plastic,HDPE,10.1,13.31,clean,4,1,Kisumu,household,formal,1.0,1.0,11.15
glass,mixed_glass,36.79,10.58,clean,12,2,Kajiado,commercial,formal,1.0,1.0,2.7
textile,clothes,18.75,1.26,mixed,7,4,Nairobi,commercial,semi_formal,0.4545,0.8909,6.86
