waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
plastic,HDPE,8.616,2.673,0.926,6,6,0.5358,27.76
paper,newspaper,5.119,2.314,0.5159,5,6,0.8662,8.21
metal,steel,2.915,8.187,0.7473,7,6,0.6604,37.08
plastic,HDPE,2.568,1.901,0.9837,8,0,0.4238,23.96
textile,clothes,4.451,45.288,0.8329,12,0,0.495,14.25
plastic,PET,22.533,3.613,0.5769,11,3,0.433,28.37
textile,industrial_textile,7.873,3.07,0.4064,1,0,0.6015,6.38
plastic,PET,4.3,2.739,0.9838,2,0,0.1458,26.21
rubber,tyres,12.465,1.098,0.7067,12,5,0.1751,25.3
metal,aluminum,4.632,1.962,0.637,5,4,0.1643,91.96
plastic,HDPE,7.256,2.114,0.5934,7,5,0.5699,24.02
plastic,PP,5.373,0.1,0.8825,1,6,0.5328,16.51
plastic,PET,9.095,8.413,0.7738,2,0,0.3238,23.33
metal,steel,2.63,18.771,0.7195,5,5,0.8207,31.4
organic,food_waste,1.142,9.813,0.8381,9,0,0.2341,3.77
paper,newspaper,13.306,10.117,0.5141,10,2,0.302,5.23
paper,mixed_paper,27.273,0.301,0.9033,11,2,0.3664,9.41
metal,tin,1.209,3.438,0.392,3,1,0.3256,17.84
metal,steel,5.558,5.407,0.9119,3,5,0.4619,30.61
glass,clear_glass,2.615,2.054,0.7497,7,0,0.4254,12.44
paper,newspaper,12.937,2.766,0.966,7,5,0.2569,8.79
e_waste,computers,6.025,7.031,0.5334,1,6,0.6588,115.92
rubber,tyres,242.977,0.1,0.5485,6,4,0.1906,20.15
paper,newspaper,3.121,17.566,0.9614,11,0,0.2446,8.04
plastic,HDPE,28.354,7.742,0.6271,2,4,0.1958,14.87
plastic,PP,31.867,5.259,0.5913,10,4,0.8184,17.85
metal,steel,8.502,0.519,0.5682,6,2,0.7748,34.46
paper,cardboard,4.686,3.146,0.7127,7,2,0.4394,13.29
textile,clothes,5.022,12.575,0.8681,8,3,0.4485,18.93
metal,brass,4.537,5.935,0.7454,9,6,0.1649,328.71
metal,brass,17.461,8.438,0.8182,8,0,0.1738,337.47
organic,garden_waste,1.573,5.575,0.5066,2,3,0.2054,4.38
plastic,mixed_plastic,3.694,3.602,0.7201,4,2,0.6834,12.34
organic,garden_waste,3.194,6.069,0.8565,11,3,0.6476,6.73
plastic,HDPE,0.565,9.848,0.351,1,0,0.6656,16.44
metal,steel,12.562,17.516,0.7698,9,6,0.2699,30.35
textile,clothes,16.047,34.522,0.4937,7,3,0.5729,13.45
organic,garden_waste,2.094,1.724,0.9871,2,6,0.3497,6.32
organic,food_waste,15.428,7.884,0.7185,2,1,0.2051,3.2
paper,office_paper,0.67,1.799,0.9519,12,4,0.6143,18.17
organic,food_waste,4.612,0.1,0.8921,1,4,0.2033,3.9
metal,steel,3.852,10.047,0.855,1,5,0.5869,30.74
metal,steel,4.979,4.122,0.7785,1,0,0.5166,27.73
plastic,PET,4.948,6.683,0.7349,8,4,0.506,27.65
plastic,PP,4.086,3.935,0.3628,12,1,0.2192,13.36
metal,steel,2.814,1.52,0.8078,3,2,0.7821,39.73
plastic,PET,3.934,2.542,0.8503,10,0,0.2666,25.64
e_waste,computers,23.009,7.267,0.764,9,0,0.4322,117.82
organic,food_waste,2.238,12.22,0.8706,3,5,0.6692,5.23
textile,industrial_textile,67.115,3.28,0.7825,1,5,0.4701,7.42
plastic,PVC,2.091,1.266,0.8322,6,6,0.5019,9.54
textile,industrial_textile,5.978,8.856,0.8146,1,4,0.299,5.03
plastic,PP,8.895,12.084,0.8679,2,4,0.6044,16.64
paper,mixed_paper,3.158,21.002,0.5737,6,0,0.5756,7.87
organic,garden_waste,23.543,5.061,0.6765,10,5,0.5197,7.12
plastic,PP,8.621,0.443,0.7316,12,1,0.6237,17.32
plastic,HDPE,3.505,4.878,0.7373,8,0,0.5016,21.16
plastic,PP,23.232,8.971,0.713,4,5,0.3967,13.79
metal,aluminum,1.325,1.255,0.6149,4,4,0.4709,93.79
organic,garden_waste,2.274,2.091,0.5714,8,1,0.5038,4.21
plastic,PVC,8.803,37.549,0.8332,3,3,0.6222,7.53
plastic,PET,11.725,2.399,0.6225,7,4,0.3052,24.36
metal,aluminum,6.601,12.909,0.8393,10,3,0.7857,135.19
plastic,PVC,3.847,3.068,0.6556,11,5,0.2772,8.55
e_waste,phones,3.314,4.976,0.8911,1,3,0.3194,112.81
textile,clothes,17.421,4.859,0.8579,4,2,0.1694,12.9
e_waste,computers,5.98,9.636,0.9169,4,1,0.6428,109.16
organic,food_waste,1.574,10.687,0.9649,7,1,0.3591,4.14
metal,steel,1.468,7.929,0.7681,3,5,0.743,35.06
organic,food_waste,27.554,0.556,0.7396,12,2,0.7843,6.45
plastic,PP,1.892,7.702,0.703,12,5,0.501,20.03
plastic,PP,6.217,1.292,0.2343,4,2,0.4487,12.41
glass,clear_glass,22.671,18.07,0.661,5,3,0.5549,8.66
plastic,PET,8.589,10.92,0.7608,6,4,0.6478,24.43
textile,clothes,1.805,6.288,0.662,1,3,0.5316,18.04
glass,colored_glass,1.325,7.227,0.7366,11,5,0.334,7.83
rubber,mixed_rubber,42.261,3.921,0.8918,10,6,0.708,15.73
paper,cardboard,1.285,1.536,0.9267,4,6,0.4815,14.42
paper,cardboard,2.307,9.631,0.7153,7,6,0.4744,13.19
e_waste,cables,7.008,30.049,0.9035,5,0,0.7409,100.28
plastic,PET,3.446,5.984,0.5725,3,5,0.8313,28.3
metal,aluminum,8.922,0.1,0.6906,4,5,0.4378,104.76
glass,clear_glass,0.77,0.308,0.9054,2,2,0.5031,10.11
rubber,tyres,3.482,8.964,0.752,10,2,0.5806,17.7
e_waste,computers,10.107,0.907,0.6998,8,0,0.6801,120.38
plastic,PVC,10.148,0.753,0.7049,12,5,0.3064,9.8
paper,newspaper,2.255,2.383,0.7338,1,5,0.5561,8.63
metal,aluminum,1.315,2.8,0.5506,8,0,0.7236,133.73
plastic,HDPE,5.792,5.705,0.3423,7,4,0.6104,13.12
paper,cardboard,0.928,1.799,0.7387,8,3,0.6992,12.98
plastic,mixed_plastic,20.929,5.483,0.5793,12,1,0.372,9.94
plastic,PP,5.413,35.722,0.8063,5,3,0.4345,11.52
metal,steel,1.942,14.225,0.8701,2,5,0.3696,28.52
plastic,mixed_plastic,1.264,4.728,0.9401,1,2,0.2891,7.89
metal,steel,2.097,6.446,0.8956,6,5,0.3805,36.46
plastic,PP,0.688,0.759,0.6578,3,6,0.3762,12.83
e_waste,mixed_ewaste,8.115,2.75,0.6366,2,3,0.7647,47.64
plastic,PVC,1.71,15.677,0.5399,2,0,0.2961,3.66
textile,clothes,7.24,7.469,0.6978,4,2,0.6677,16.05
plastic,HDPE,8.543,4.23,0.623,2,0,0.6049,17.05
metal,steel,14.285,32.089,0.9022,6,2,0.5988,34.97
paper,office_paper,6.063,0.472,0.8809,8,4,0.4936,14.65
plastic,PET,17.293,12.72,0.8661,4,1,0.4363,24.78
paper,cardboard,23.649,11.882,0.4093,2,3,0.3734,9.24
organic,garden_waste,6.11,0.101,0.597,7,6,0.2975,7.02
textile,industrial_textile,6.568,17.397,0.8248,2,1,0.4256,5.12
paper,office_paper,2.296,5.49,0.8243,9,6,0.1946,13.82
plastic,HDPE,1.37,5.835,0.5581,5,2,0.5332,13.78
e_waste,computers,20.874,0.1,0.6048,5,4,0.5469,142.65
metal,steel,9.271,5.18,0.7023,3,1,0.1138,31.65
plastic,HDPE,10.218,3.081,0.4609,4,1,0.7418,20.23
e_waste,cables,2.206,14.969,0.6803,2,6,0.6299,72.92
metal,aluminum,31.46,4.788,0.5602,7,4,0.4918,119.37
glass,colored_glass,3.406,17.332,0.8563,2,3,0.6568,6.76
paper,cardboard,1.712,14.879,0.7741,9,3,0.6819,11.33
paper,cardboard,2.251,12.724,0.6422,4,1,0.4329,10.62
plastic,HDPE,29.531,1.959,0.6814,7,6,0.4258,25.69
e_waste,batteries,1.181,23.502,0.8904,7,2,0.6833,62.47
plastic,mixed_plastic,1.82,7.749,0.5194,8,0,0.1618,9.02
e_waste,mixed_ewaste,145.214,2.066,0.4208,10,6,0.3782,48.98
organic,garden_waste,13.863,6.106,0.6881,7,0,0.6212,6.3
e_waste,phones,1.86,0.711,0.4288,11,6,0.5332,117.69
plastic,PVC,1.224,1.035,0.503,4,1,0.4627,7.38
plastic,PET,0.602,6.616,0.7949,10,0,0.6058,22.81
paper,newspaper,5.036,3.787,0.5041,5,1,0.7801,9.14
metal,steel,10.736,1.932,0.7041,8,4,0.4685,28.18
textile,industrial_textile,27.731,7.821,0.3705,6,3,0.6552,4.31
paper,cardboard,0.462,0.201,0.5104,11,1,0.2898,10.45
organic,garden_waste,0.914,6.536,0.7935,4,2,0.7174,4.92
plastic,PET,3.883,0.2,0.7861,7,1,0.6773,30.55
paper,cardboard,127.129,0.281,0.7794,2,4,0.7999,14.72
plastic,HDPE,12.976,4.342,0.8403,8,6,0.664,21.74
e_waste,batteries,7.01,3.995,0.8299,1,1,0.5596,56.55
plastic,HDPE,1.031,14.727,0.6885,5,6,0.5323,20.93
plastic,PET,0.352,5.307,0.7077,1,2,0.4966,27.18
e_waste,phones,4.696,16.103,0.6217,4,0,0.4493,99.67
metal,aluminum,3.978,36.391,0.8841,6,2,0.7029,140.62
plastic,mixed_plastic,3.25,16.879,0.7244,4,6,0.7368,8.12
plastic,PP,2.839,3.69,0.5784,5,5,0.5212,14.05
metal,aluminum,1.826,3.912,0.8606,2,5,0.7254,145.36
paper,office_paper,1.387,5.542,0.9752,9,2,0.7086,16.03
plastic,PET,23.746,6.828,0.8743,10,5,0.3087,25.49
metal,steel,1.547,9.201,0.6379,6,4,0.093,24.47
plastic,PET,3.218,5.056,0.3412,1,5,0.3346,15.61
metal,aluminum,4.276,13.94,0.6505,1,3,0.3393,89.67
paper,mixed_paper,10.46,5.795,0.5353,9,3,0.2749,6.4
plastic,HDPE,1.613,23.375,0.6898,12,6,0.562,18.2
plastic,PET,14.493,23.45,0.5733,11,6,0.6465,19.73
plastic,PET,2.235,5.924,0.8756,5,3,0.4626,24.9
plastic,PP,3.69,3.889,0.6233,6,1,0.4989,13.65
paper,newspaper,32.192,7.264,0.7821,2,2,0.8332,8.98
textile,clothes,1.401,5.146,0.8805,1,3,0.4154,15.09
organic,garden_waste,10.645,20.437,0.7873,10,4,0.7932,6.47
paper,mixed_paper,14.962,3.951,0.6794,6,2,0.5484,6.94
metal,steel,6.5,0.908,0.9248,6,0,0.4361,34.56
metal,copper,3.892,8.261,0.9103,5,5,0.6589,736.16
organic,food_waste,57.446,18.438,0.7805,4,6,0.5039,4.29
plastic,PP,4.408,7.465,0.8562,12,0,0.0868,14.69
plastic,PP,5.725,0.738,0.8407,10,2,0.3253,18.96
paper,cardboard,2.993,4.995,0.7367,9,3,0.2113,12.08
plastic,HDPE,5.373,1.39,0.7504,5,5,0.4098,23.58
paper,newspaper,14.253,2.279,0.842,9,5,0.242,9.17
organic,food_waste,3.221,14.79,0.7647,5,2,0.2966,3.01
textile,industrial_textile,0.357,28.106,0.753,7,2,0.4867,7.86
plastic,PET,8.3,0.179,0.684,2,2,0.7364,24.17
paper,cardboard,1.229,6.137,0.9975,9,1,0.6331,12.04
paper,cardboard,10.916,0.982,0.719,1,3,0.3862,10.07
paper,cardboard,4.475,5.701,0.8875,9,1,0.7851,14.84
metal,tin,13.898,2.836,0.8044,8,0,0.0992,24.41
plastic,PP,1.436,11.864,0.8449,1,4,0.5965,13.3
organic,food_waste,2.358,3.624,0.5049,7,5,0.8652,4.25
rubber,tyres,2.98,3.792,0.4634,3,2,0.3429,17.6
glass,mixed_glass,0.757,9.17,0.9615,6,2,0.3271,5.56
glass,colored_glass,17.008,16.695,0.6921,1,2,0.3284,3.49
metal,steel,0.637,14.248,0.5608,9,0,0.3244,25.44
paper,cardboard,16.723,4.009,0.6885,7,3,0.6318,15.81
plastic,HDPE,7.458,20.181,0.8213,5,3,0.0949,17.3
metal,steel,3.53,3.691,0.4171,11,6,0.3687,29.49
plastic,PET,6.781,2.833,0.5659,8,2,0.6112,27.88
organic,garden_waste,6.562,0.1,0.3036,8,5,0.4206,5
paper,newspaper,2.772,4.372,0.8093,2,2,0.2162,7.27
paper,newspaper,6.409,20.926,0.8628,7,1,0.347,6.62
paper,cardboard,10.777,11.146,0.6217,9,2,0.7136,12.99
rubber,tyres,1.443,6.376,0.2936,12,6,0.4907,20.86
plastic,PET,6.79,1.337,0.4252,8,1,0.6495,25.22
plastic,PVC,0.192,49.647,0.751,3,5,0.6664,6.54
plastic,HDPE,0.442,22.5,0.4957,9,4,0.3921,19.7
glass,mixed_glass,8.824,6.751,0.6655,1,5,0.4973,5.48
rubber,tyres,2.714,2.657,0.909,4,5,0.626,20.86
plastic,PP,1.609,2.285,0.6798,12,3,0.4276,15.97
textile,clothes,4.205,3.529,0.8299,10,4,0.8833,17.55
plastic,PET,2.787,10.58,0.4603,11,0,0.8379,25.96
metal,steel,1.368,3.752,0.7682,5,4,0.2566,30.88
plastic,PVC,0.627,31.917,0.4566,9,4,0.3668,4.46
paper,office_paper,0.422,5.009,0.8327,9,0,0.197,11.41
glass,mixed_glass,10.876,15.645,0.8566,3,3,0.3718,4.22
metal,aluminum,2.699,11.959,0.9552,12,3,0.4519,143.37
plastic,PET,14.346,10.147,0.9522,12,2,0.5588,32.97
organic,food_waste,2.667,4.131,0.5491,2,0,0.2619,2.16
rubber,tyres,6.862,7.62,0.2926,10,0,0.7887,17.03
paper,cardboard,3.856,4.89,0.7031,6,1,0.4579,12.02
metal,steel,4.727,0.221,0.7618,9,1,0.4948,29.42
organic,garden_waste,5.011,13.936,0.481,7,1,0.6576,4.21
plastic,PET,2.625,22.495,0.9012,3,4,0.6175,28.79
organic,garden_waste,1.025,15.592,0.7475,2,2,0.4403,4.59
plastic,mixed_plastic,11.239,15.18,0.6261,7,0,0.3684,9.13
e_waste,phones,30.334,4.659,0.5913,11,0,0.8428,138.88
plastic,PP,32.821,1.663,0.5262,10,4,0.3128,13.77
plastic,PP,2.307,6.373,0.507,4,6,0.2945,11.81
metal,aluminum,1.859,0.806,0.3425,11,5,0.4943,133.04
metal,steel,2.304,0.1,0.5678,5,5,0.5828,30.15
organic,food_waste,3.629,8.869,0.8619,7,2,0.3484,4.59
rubber,mixed_rubber,4.208,2.446,0.6523,4,4,0.6103,10.55
plastic,PVC,1.353,3.833,0.6703,7,0,0.4301,7.38
plastic,HDPE,0.759,17.933,0.7389,7,1,0.6277,21.35
paper,mixed_paper,4.758,1.555,0.7062,9,0,0.253,6.29
paper,cardboard,0.1,6.866,0.6356,6,1,0.6587,9.98
paper,newspaper,3.972,7.283,0.3722,7,2,0.5328,6.19
organic,garden_waste,1.442,0.1,0.9109,8,0,0.5296,6.86
e_waste,batteries,11.429,3.727,0.2056,6,5,0.2154,64.52
plastic,PP,15.755,1.838,0.6818,7,5,0.7048,21.45
paper,office_paper,16.208,5.134,0.7825,2,4,0.458,15.59
metal,tin,2.957,7.5,0.6954,11,1,0.607,31.12
paper,cardboard,1.148,3.568,0.7898,2,6,0.5106,13.05
plastic,PVC,1.686,5.654,0.5995,11,0,0.398,6.42
paper,cardboard,6.329,20.038,0.891,10,6,0.8323,14.87
paper,newspaper,0.622,3.65,0.5694,12,5,0.675,6.77
plastic,PP,23.861,13.688,0.6783,1,1,0.3646,14.71
e_waste,phones,3.014,0.881,0.5997,3,1,0.3461,127
paper,newspaper,8.168,0.546,0.8931,1,4,0.1775,7.17
metal,steel,0.529,3.277,0.7793,6,5,0.3817,32.32
metal,steel,1.475,3.443,0.9844,11,3,0.2625,32.51
organic,garden_waste,0.455,3.869,0.5684,10,0,0.8184,5.78
plastic,PET,15.263,3.452,0.5134,9,3,0.2268,21.11
plastic,PVC,3.698,2.506,0.9255,11,3,0.5662,10.13
paper,cardboard,8.896,9.648,0.8303,1,2,0.7646,14.87
paper,cardboard,4.836,6.393,0.5337,10,6,0.5097,12.39
plastic,PET,7.863,10.903,0.7759,4,2,0.5401,26.08
e_waste,phones,2.989,0.436,0.3462,9,1,0.5754,88.91
plastic,PVC,3.51,14.882,0.7831,10,4,0.3963,6.82
plastic,HDPE,4.015,0.555,0.6399,9,4,0.4711,21.72
paper,newspaper,7.292,3.095,0.8224,6,4,0.4721,8.48
e_waste,phones,7.527,7.614,0.8339,8,3,0.2857,112.55
organic,garden_waste,130.807,1.979,0.4499,6,2,0.6124,7.23
e_waste,computers,33.714,9.535,0.7088,8,1,0.4742,107.98
metal,steel,0.53,8.062,0.9015,6,0,0.7276,34.08
e_waste,computers,3.775,12.64,0.4606,5,1,0.1015,68.02
glass,colored_glass,2.754,2.164,0.6313,3,4,0.3452,5.78
plastic,PP,20.825,5.972,0.653,5,2,0.2351,14.9
metal,aluminum,3.068,13.378,0.8636,9,5,0.577,127.85
e_waste,cables,7.824,1.45,0.8498,11,5,0.607,102.01
paper,cardboard,0.271,14.546,0.8187,2,3,0.7332,7.15
glass,mixed_glass,0.729,1.74,0.931,3,0,0.3784,6.33
paper,newspaper,55.188,1.979,0.8903,7,0,0.5,12.03
metal,aluminum,4.76,7.313,0.5557,9,1,0.4818,118.29
plastic,PP,1.352,13.639,0.8324,3,1,0.5435,17.16
glass,clear_glass,5.998,1.03,0.6705,4,0,0.1637,8.77
organic,garden_waste,1.267,1.476,0.8781,1,5,0.4785,7.66
plastic,HDPE,3.19,6.959,0.7235,1,2,0.4556,17.18
paper,newspaper,0.784,0.886,0.6093,2,5,0.4838,8.77
plastic,PET,1.739,2.082,0.8337,9,1,0.7012,27.24
plastic,PP,2.719,8,0.6511,11,0,0.3214,17.65
rubber,tyres,17.199,0.393,0.5224,6,0,0.4292,19.13
paper,cardboard,7.821,3.614,0.8297,3,3,0.2666,11.79
paper,cardboard,9.643,4.772,0.8345,12,3,0.51,11.06
plastic,mixed_plastic,4.345,0.1,0.8513,4,3,0.4434,10.19
rubber,tyres,12.03,29.569,0.9677,2,6,0.4019,20.87
plastic,HDPE,1.571,1.261,0.5586,2,4,0.7631,16.97
e_waste,computers,1.86,1.267,0.7648,5,5,0.5104,77.65
plastic,HDPE,7.309,3.562,0.8948,9,0,0.7701,23.85
plastic,PET,3.206,19.508,0.4949,5,3,0.6239,25.16
glass,colored_glass,4.408,3.979,0.6443,6,4,0.2041,8.1
plastic,PP,3.68,10.502,0.6236,5,4,0.1078,6.96
glass,clear_glass,20.169,3.963,0.7796,12,6,0.2512,12.13
plastic,PET,21.47,7.425,0.5225,9,3,0.4454,23.73
e_waste,batteries,2.114,4.964,0.7095,8,2,0.454,46.74
e_waste,computers,0.542,9.519,0.845,6,6,0.3311,104.65
e_waste,mixed_ewaste,1.908,15.117,0.7288,7,2,0.3514,97.84
plastic,PET,1.528,4.521,0.4169,11,3,0.378,23.4
e_waste,computers,12.159,20.709,0.6642,8,0,0.3895,119.32
rubber,tyres,13.526,13.43,0.5344,10,1,0.5179,14.86
plastic,PP,1.3,14.222,0.7613,1,0,0.6288,14.39
plastic,mixed_plastic,1.812,9.974,0.8473,11,2,0.5542,11.27
organic,garden_waste,0.76,0.825,0.4656,12,6,0.615,5.86
plastic,mixed_plastic,5.266,14.832,0.7551,9,0,0.4966,8.22
glass,clear_glass,4.247,15.931,0.8854,12,6,0.6551,10.77
e_waste,computers,11.553,0.553,0.6712,7,6,0.1009,98.41
plastic,PP,8.138,13.473,0.5684,4,0,0.7456,12.69
metal,aluminum,9.321,9.259,0.9657,8,0,0.62,156.75
metal,aluminum,0.704,5.878,0.827,8,6,0.4699,109.01
paper,mixed_paper,2.114,2.019,0.7767,2,4,0.634,8.13
organic,food_waste,13.995,4.349,0.6248,3,1,0.3449,3.42
plastic,PET,2.348,6.24,0.6995,4,6,0.6084,22.86
paper,newspaper,0.636,2.541,0.8381,7,3,0.1181,9.06
organic,food_waste,11.818,0.225,0.908,2,4,0.2083,5.28
plastic,PET,2.242,8.839,0.5307,10,4,0.5967,24.28
organic,garden_waste,16.041,13.017,0.863,2,1,0.7009,6.76
plastic,HDPE,4.384,1.79,0.806,12,2,0.447,23.4
paper,mixed_paper,3.213,4.63,0.9789,9,0,0.7917,8.56
plastic,PET,23.008,28.655,0.7053,5,3,0.7993,23.85
glass,colored_glass,0.939,22.271,0.7809,5,6,0.773,6.42
organic,garden_waste,25.055,6.191,0.7468,9,4,0.9124,7.5
organic,garden_waste,2.081,2.02,0.749,2,4,0.3308,5.36
rubber,tyres,5.446,6.763,0.8622,9,1,0.7542,21.16
glass,clear_glass,5.508,1.09,0.564,7,3,0.8549,9.91
e_waste,cables,2.684,21.682,0.3648,3,6,0.2317,52.86
metal,tin,1.796,2.875,0.7572,11,0,0.5109,31.26
textile,industrial_textile,2.875,8.004,0.5369,8,1,0.7356,7.35
metal,steel,1.326,6.793,0.8023,2,5,0.5455,28.28
textile,clothes,47.198,5.309,0.7269,8,0,0.4674,18.31
plastic,PET,2.516,2.2,0.8304,5,1,0.4837,26.25
paper,office_paper,18.007,1.657,0.6487,10,6,0.1383,14.36
e_waste,cables,15.373,4.482,0.8231,6,0,0.6623,86.14
plastic,PP,6.928,16.836,0.5783,12,3,0.5277,13.55
plastic,mixed_plastic,3.808,4.255,0.5238,12,2,0.4729,8.43
rubber,mixed_rubber,5.655,5.427,0.592,1,2,0.4934,10.18
paper,cardboard,8.905,0.635,0.9526,5,1,0.1231,11.6
plastic,HDPE,5.056,3.176,0.3251,3,1,0.2244,14.11
paper,office_paper,0.684,17.006,0.6226,6,5,0.5026,12.32
paper,mixed_paper,0.506,0.229,0.9338,2,0,0.3848,7.2
metal,aluminum,27.407,0.598,0.8232,7,0,0.4246,127.77
textile,clothes,0.19,17.215,0.888,2,1,0.3453,11.87
rubber,tyres,5.668,8.981,0.7996,8,5,0.2043,19.73
glass,mixed_glass,3.381,3.862,0.9567,6,2,0.4809,6.76
glass,clear_glass,5.436,30.104,0.6882,12,0,0.4499,6.88
paper,newspaper,1.141,1.464,0.6962,11,3,0.4226,10
organic,garden_waste,6.827,3.589,0.6374,8,4,0.607,7.35
plastic,HDPE,5.739,8.735,0.5563,6,3,0.518,18.46
plastic,PP,123.127,3.394,0.6857,9,0,0.3963,16.56
rubber,tyres,5.238,7.471,0.7976,9,6,0.6538,23.73
organic,garden_waste,22.598,1.084,0.5547,2,6,0.4231,5.13
paper,office_paper,0.742,40.696,0.8159,5,6,0.779,13.46
glass,clear_glass,15.243,0.486,0.8178,12,6,0.1818,11.22
paper,office_paper,5.88,12.116,0.6567,4,2,0.8297,10.81
paper,newspaper,6.195,2.351,0.7622,1,2,0.2493,6.56
plastic,PP,6.298,20.905,0.4917,11,6,0.4634,14.98
plastic,PP,34.73,4.779,0.8329,12,3,0.1722,16.14
metal,aluminum,6.087,12.592,0.9255,8,6,0.1754,139.02
paper,cardboard,1.749,20.346,0.6443,8,4,0.4806,10.28
metal,aluminum,2.14,5.663,0.65,5,6,0.8271,113.78
plastic,PET,11.948,1.123,0.616,5,0,0.6339,27.31
textile,clothes,7.667,9.711,0.8758,11,4,0.2246,18.06
metal,aluminum,0.714,12.873,0.536,11,5,0.9162,133.24
textile,clothes,8.311,9.952,0.8158,6,1,0.2181,11.43
plastic,PET,1.223,2.651,0.4852,4,5,0.4896,21.2
metal,steel,7.583,2.205,0.8998,3,1,0.765,36.9
organic,garden_waste,1.705,5.226,0.6357,1,6,0.1532,4.47
paper,newspaper,3.197,3.343,0.6702,6,6,0.4289,9.41
plastic,HDPE,2.331,1.287,0.6032,7,0,0.4602,22.81
plastic,PET,27.735,0.826,0.8937,9,3,0.3491,29.55
plastic,PET,7.259,9.378,0.1969,10,2,0.6808,20.7
paper,cardboard,20.355,3.771,0.7768,5,6,0.4608,13.07
paper,newspaper,144.641,3.476,0.7878,3,2,0.8093,12.53
plastic,PET,4.741,4.304,0.7157,11,5,0.4307,26.16
metal,aluminum,27.177,5.946,0.7563,10,0,0.532,119.77
plastic,PET,1.936,1.456,0.3608,7,1,0.5184,23.84
paper,cardboard,20.203,1.009,0.9445,1,6,0.8813,18.3
glass,clear_glass,1.701,1.127,0.747,6,2,0.746,11.17
plastic,PET,4.384,5.469,0.8386,8,5,0.2141,28.86
plastic,HDPE,8.536,1.305,0.7342,11,6,0.3322,20.67
plastic,PET,10.31,6.506,0.5819,7,6,0.6796,28.46
plastic,HDPE,0.973,5.098,0.919,6,0,0.6419,24.44
paper,office_paper,1.583,0.909,0.4348,5,1,0.7896,14.4
plastic,PET,9.335,22.507,0.7055,5,5,0.4796,22.9
plastic,PET,2.883,10.583,0.6333,1,6,0.6211,20.81
rubber,tyres,0.838,34.41,0.5993,2,6,0.3719,10.56
textile,industrial_textile,4.116,9.416,0.606,10,5,0.341,6.94
plastic,PP,3.885,1.104,0.7596,5,0,0.5476,18.5
paper,mixed_paper,5.542,2.39,0.8777,11,5,0.6143,9.23
paper,newspaper,8.458,11.342,0.9784,5,1,0.4151,10.86
organic,garden_waste,7.836,6.506,0.9538,12,5,0.432,7.51
organic,garden_waste,1.783,2.831,0.7124,3,3,0.5898,7.35
plastic,PET,2.737,1.608,0.5918,3,1,0.6717,32.17
plastic,PET,13.645,7.148,0.8217,8,5,0.3944,27.96
paper,office_paper,2.335,13.88,0.8562,10,6,0.3497,16.89
organic,food_waste,2.79,8.69,0.783,2,3,0.5131,3.44
textile,clothes,0.737,2.213,0.827,7,5,0.3866,16.92
plastic,mixed_plastic,4.33,8.364,0.435,3,0,0.5093,9
metal,steel,6.782,16.05,0.8917,9,1,0.3012,25.44
plastic,PET,0.419,1.086,0.5813,7,0,0.3217,21.95
glass,colored_glass,1.241,45.175,0.611,8,1,0.7611,4.94
textile,industrial_textile,0.814,12.198,0.4683,4,2,0.7335,5.93
paper,newspaper,11.542,0.986,0.529,4,3,0.4789,8.37
plastic,PVC,0.452,6.3,0.5574,8,2,0.6903,6.89
metal,steel,4.078,28.939,0.9445,5,3,0.4349,37.49
paper,cardboard,10.606,8.826,0.9586,9,1,0.6261,11.71
organic,food_waste,5.615,1.961,0.943,2,2,0.5949,4.07
paper,office_paper,2.643,1.589,0.8016,4,5,0.7398,16.95
organic,garden_waste,6.792,1.457,0.8366,2,3,0.7868,6.78
plastic,PET,15.555,1.615,0.8494,2,0,0.4063,20
plastic,HDPE,3.939,5.152,0.5251,4,2,0.4383,17.89
paper,cardboard,0.305,16.927,0.1691,6,5,0.3886,7.22
plastic,PVC,17.766,11.162,0.8509,2,1,0.4991,7.99
plastic,PP,7.245,3.224,0.5263,2,6,0.3185,12.56
glass,mixed_glass,4.307,8.907,0.899,11,2,0.6002,5.91
plastic,PP,0.416,4.038,0.7629,7,4,0.128,17.14
plastic,mixed_plastic,3.133,2.791,0.6572,9,3,0.3562,10.8
plastic,mixed_plastic,1.567,1.897,0.3752,9,4,0.7339,9.86
plastic,PP,1.041,5.129,0.7265,2,5,0.7574,16.82
organic,food_waste,3.805,3.811,0.5232,8,1,0.7133,4.1
textile,clothes,2.356,11.444,0.7896,11,2,0.666,18.08
plastic,PET,2.549,4.283,0.4773,6,3,0.5965,14.91
e_waste,cables,10.887,16.464,0.19,11,1,0.793,99.69
e_waste,batteries,6.09,8.923,0.4997,12,2,0.5346,58.39
rubber,tyres,2.473,1.423,0.5802,7,6,0.5993,24.86
paper,cardboard,2.124,4.914,0.6835,2,1,0.514,12.21
plastic,PET,2.597,1.483,0.7961,8,1,0.4588,29.1
paper,cardboard,3.33,2.571,0.687,11,4,0.5215,13.12
organic,garden_waste,9.033,5.014,0.6491,7,0,0.2532,7.25
e_waste,computers,1.283,0.623,0.8463,10,0,0.4501,123.56
paper,newspaper,25.794,1.89,0.4062,7,6,0.4008,7.27
plastic,HDPE,9.041,11.25,0.5501,6,1,0.6567,19.36
