waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
rubber,mixed_rubber,8.9,1.12,0.9281,9,3,0.5945,14.71
rubber,mixed_rubber,7.97,3.47,0.7849,2,5,0.2066,18.47
plastic,mixed_plastic,25.69,2.18,0.9092,6,3,0.8198,16.15
organic,food_waste,72.24,18.77,0.8989,5,4,0.5417,6.63
plastic,PET,28.69,4.02,0.6871,10,6,0.7376,24.96
glass,mixed_glass,19.46,0.22,0.9464,12,0,0.6227,5.75
organic,food_waste,46.05,9.87,0.5142,2,6,0.6605,5.39
e_waste,batteries,19.55,1.81,0.5059,3,3,0.6827,61.43
e_waste,batteries,19.85,5.59,0.3546,10,0,0.4986,48.46
plastic,mixed_plastic,28.12,0.33,0.5902,3,3,0.5465,10.72
e_waste,batteries,7.61,5.68,0.8286,6,0,0.2782,71.1
glass,clear_glass,16.97,2.34,0.6698,12,3,0.6194,10.33
metal,steel,40.54,4.08,0.3769,12,3,0.516,21.95
metal,steel,55.23,0.97,0.5675,12,2,0.7923,26.8
e_waste,phones,2.16,4.66,0.8123,2,3,0.4054,106.49
paper,office_paper,7.89,6.79,0.6906,2,4,0.575,20.79
paper,cardboard,50.41,20.82,0.7208,3,5,0.5096,13.3
organic,garden_waste,36.42,9.86,0.7228,10,2,0.6439,7.51
paper,mixed_paper,71.78,5.99,0.3844,3,0,0.6731,9.7
plastic,PP,13.42,5.74,0.9213,6,3,0.4504,19.53
plastic,PP,13.93,1.4,0.7401,10,6,0.4364,12.61
paper,newspaper,17.01,0.83,0.6328,6,2,0.546,13.28
e_waste,computers,2.89,12.56,0.8174,12,0,0.619,118.03
paper,cardboard,43.69,5.42,0.6751,6,6,0.7679,13.09
paper,cardboard,32.03,8.31,0.8109,5,2,0.4234,15.06
glass,colored_glass,18.74,1.9,0.4155,12,2,0.452,4.81
glass,clear_glass,26.22,1.31,0.9167,7,2,0.3469,7.66
e_waste,cables,4.58,10.0,0.6208,3,5,0.514,75.62
metal,aluminum,16.35,11.7,0.5807,8,1,0.6581,148.9
e_waste,computers,8.81,25.26,0.7982,10,4,0.6219,116.71
paper,cardboard,10.37,14.17,0.6967,11,2,0.2642,10.14
metal,aluminum,33.39,1.37,0.8142,1,2,0.1988,115.55
paper,mixed_paper,14.86,10.99,0.9315,2,1,0.3038,10.33
glass,colored_glass,10.57,9.06,0.7869,8,5,0.6481,7.15
paper,cardboard,21.99,1.94,0.8543,9,3,0.484,13.86
e_waste,phones,3.53,5.91,0.7198,8,6,0.621,78.97
plastic,PET,27.85,9.2,0.8026,5,5,0.759,30.9
metal,tin,13.99,2.25,0.7646,10,5,0.4938,21.91
plastic,HDPE,14.54,14.58,0.7049,7,3,0.6532,27.48
plastic,PP,16.3,3.53,0.8224,12,6,0.189,24.5
glass,clear_glass,12.41,0.35,0.7827,5,4,0.786,10.01
e_waste,mixed_ewaste,20.64,2.81,0.4485,10,3,0.5304,59.62
glass,colored_glass,16.82,0.26,0.8621,2,2,0.8871,8.23
metal,steel,64.24,3.2,0.8409,9,6,0.5059,38.42
plastic,HDPE,19.9,2.29,0.8994,9,1,0.4353,32.21
metal,steel,75.03,8.66,0.7532,4,6,0.485,24.2
glass,clear_glass,35.7,23.93,0.8071,1,1,0.3883,5.24
plastic,PET,19.19,6.89,0.6796,12,5,0.5593,37.8
paper,cardboard,29.91,7.59,0.6854,1,1,0.2215,15.2
e_waste,phones,1.69,4.35,0.7967,6,5,0.1976,69.61
paper,mixed_paper,35.13,2.92,0.7037,1,5,0.5974,12.02
plastic,PET,20.77,0.28,0.7158,6,5,0.3345,29.23
plastic,HDPE,33.4,1.32,0.4275,10,6,0.2487,19.68
paper,mixed_paper,34.73,11.87,0.5533,7,3,0.1929,11.12
paper,cardboard,52.52,14.75,0.8699,3,5,0.5472,15.8
metal,brass,8.57,8.41,0.5438,5,3,0.4834,300.79
organic,food_waste,23.63,7.82,0.3793,2,0,0.3491,4.49
paper,cardboard,21.52,3.4,0.434,8,2,0.5137,16.45
plastic,mixed_plastic,27.78,3.76,0.5685,1,0,0.7791,10.56
metal,tin,5.1,14.64,0.6098,5,4,0.3312,16.02
plastic,PP,17.02,6.98,0.6165,1,1,0.2171,13.14
plastic,HDPE,54.05,6.09,0.687,3,2,0.5807,20.7
plastic,PET,35.06,2.53,0.9316,1,6,0.1359,43.3
paper,cardboard,53.49,0.2,0.8012,12,5,0.4621,17.73
plastic,mixed_plastic,16.52,7.1,0.6312,10,2,0.5409,12.08
organic,food_waste,57.61,7.68,0.4859,12,3,0.4443,6.38
textile,clothes,11.09,0.68,0.5768,9,4,0.5803,21.73
plastic,PET,21.94,11.47,0.6819,6,2,0.4039,26.22
metal,steel,50.53,23.43,0.6855,3,5,0.586,17.37
e_waste,phones,2.65,14.06,0.8079,12,1,0.4562,104.71
rubber,mixed_rubber,28.92,8.45,0.8366,12,2,0.8945,17.82
organic,food_waste,40.33,15.87,0.6017,5,1,0.8259,4.43
metal,aluminum,10.14,0.87,0.8972,3,4,0.7735,168.71
plastic,PET,17.1,1.78,0.7166,5,4,0.2724,30.76
metal,aluminum,12.14,14.76,0.6172,5,5,0.7547,105.15
e_waste,batteries,11.58,0.76,0.9618,12,2,0.7098,63.33
paper,newspaper,26.28,0.2,0.8831,1,1,0.333,11.14
paper,cardboard,31.27,24.67,0.8051,8,0,0.2626,14.63
paper,cardboard,68.34,5.55,0.8936,10,6,0.6901,14.97
plastic,PET,13.04,1.22,0.4382,10,2,0.6657,26.89
paper,newspaper,15.0,6.44,0.7253,3,5,0.5,11.95
metal,aluminum,24.12,0.83,0.636,5,2,0.5346,90.56
paper,office_paper,10.06,0.57,0.6019,5,2,0.1774,15.63
glass,mixed_glass,28.54,5.7,0.5888,5,1,0.5414,4.29
paper,mixed_paper,22.38,7.0,0.8868,2,5,0.352,6.3
plastic,HDPE,47.47,1.37,0.8776,1,2,0.5624,29.23
e_waste,cables,4.98,0.36,0.9925,1,2,0.3138,67.35
glass,colored_glass,16.36,15.5,0.9241,12,4,0.8616,7.68
metal,steel,39.91,1.61,0.6251,6,3,0.3929,32.67
metal,tin,7.51,0.89,0.7863,3,5,0.2017,21.87
paper,office_paper,13.93,10.08,0.891,10,0,0.5755,16.06
plastic,PET,36.58,5.26,0.9627,6,6,0.3869,38.74
metal,steel,64.74,3.34,0.5946,5,1,0.818,24.91
metal,steel,48.96,4.17,0.8546,2,0,0.5427,37.35
metal,steel,71.29,11.19,0.6459,5,0,0.7793,35.83
plastic,mixed_plastic,16.28,8.76,0.5609,8,2,0.4306,14.21
paper,newspaper,20.72,12.62,0.8472,8,2,0.4628,10.93
metal,steel,59.3,8.55,0.9205,5,0,0.4123,33.36
glass,clear_glass,20.42,0.5,0.5692,8,4,0.851,8.25
plastic,PET,18.23,12.25,0.6886,10,4,0.5819,31.22
plastic,HDPE,17.44,4.08,0.7085,12,5,0.3198,25.9
plastic,PET,20.07,5.85,0.793,7,0,0.5882,35.31
e_waste,phones,1.25,10.44,0.9171,3,0,0.5341,74.68
textile,industrial_textile,40.11,21.76,0.7513,2,1,0.3981,9.11
plastic,mixed_plastic,40.85,0.2,0.7018,2,3,0.7307,14.43
metal,aluminum,20.74,1.39,0.9571,1,4,0.3959,132.93
plastic,PET,38.02,8.17,0.4083,7,1,0.6419,35.44
metal,steel,32.89,2.19,0.6209,3,2,0.5534,24.57
e_waste,mixed_ewaste,11.05,6.51,0.6476,3,3,0.3032,51.02
metal,brass,3.43,4.6,0.5376,9,3,0.5845,302.36
rubber,tyres,24.53,9.36,0.9321,4,3,0.8442,18.82
paper,newspaper,30.94,2.66,0.8847,10,4,0.6568,8.51
paper,cardboard,25.6,13.51,0.8754,2,5,0.7288,20.35
e_waste,mixed_ewaste,11.75,1.02,0.7361,5,5,0.3152,54.43
metal,aluminum,21.77,15.97,0.9403,1,6,0.6212,113.09
e_waste,phones,3.69,11.6,0.872,7,2,0.7431,181.11
metal,steel,19.43,20.81,0.8808,2,2,0.3973,29.26
e_waste,cables,3.53,5.59,0.8815,3,1,0.464,41.24
paper,cardboard,40.3,1.92,0.5608,9,2,0.7121,13.93
metal,aluminum,17.73,0.36,0.7193,11,3,0.4298,99.98
e_waste,cables,7.33,16.85,0.7804,7,4,0.4725,109.75
metal,aluminum,9.16,21.4,0.6718,12,0,0.6485,105.65
metal,steel,104.03,8.67,0.6562,10,6,0.678,22.95
e_waste,phones,3.16,2.41,0.8132,10,0,0.348,121.33
plastic,mixed_plastic,26.86,14.93,0.8863,12,2,0.4989,11.62
organic,food_waste,100.43,1.88,0.5444,2,3,0.4971,5.62
paper,office_paper,16.42,2.31,0.6245,3,2,0.4226,10.86
paper,office_paper,10.58,8.21,0.7171,6,1,0.6069,15.07
plastic,PET,14.36,2.59,0.7824,8,3,0.6119,44.25
metal,steel,65.24,0.2,0.7755,12,0,0.3177,28.8
textile,industrial_textile,25.22,0.91,0.8864,2,5,0.3553,9.04
metal,steel,26.29,0.2,0.9937,3,4,0.2246,34.7
paper,cardboard,30.51,2.63,0.6792,4,5,0.8419,13.21
plastic,PET,27.41,7.07,0.6314,9,5,0.7718,28.86
plastic,PET,13.61,8.09,0.8428,12,6,0.5356,44.89
paper,newspaper,18.76,1.46,0.7231,12,1,0.9075,9.26
e_waste,phones,11.75,5.77,0.8923,9,5,0.5536,161.72
e_waste,phones,3.19,1.18,0.864,10,3,0.1724,80.49
organic,food_waste,35.37,8.95,0.8265,5,0,0.6591,5.34
plastic,PET,21.87,8.39,0.6814,8,6,0.5146,36.63
plastic,mixed_plastic,35.17,22.16,0.9205,3,5,0.3772,7.22
metal,copper,3.91,0.77,0.5848,7,1,0.7089,549.62
e_waste,computers,9.13,8.59,0.7592,4,6,0.2873,76.1
plastic,PET,28.02,4.64,0.4717,12,5,0.6035,27.5
paper,cardboard,70.54,3.9,0.8805,5,3,0.2645,14.48
metal,steel,66.45,4.56,0.71,5,1,0.5323,26.1
e_waste,batteries,17.93,1.66,0.5787,5,5,0.7666,44.16
e_waste,batteries,7.85,1.65,0.8819,11,6,0.7144,54.3
organic,food_waste,11.97,2.87,0.7032,12,1,0.5931,7.06
metal,aluminum,6.75,0.45,0.8483,6,0,0.2429,113.51
rubber,mixed_rubber,12.29,0.77,0.3103,12,1,0.8043,9.68
plastic,PET,14.33,0.65,0.7142,10,2,0.3421,31.73
plastic,HDPE,30.42,5.29,0.8201,11,2,0.4278,27.2
plastic,PET,14.23,2.23,0.8693,11,6,0.3961,33.48
plastic,PET,31.96,8.53,0.9642,4,6,0.3345,25.75
paper,cardboard,16.89,21.24,0.8944,7,4,0.4048,14.8
plastic,PET,23.5,15.08,0.6956,4,1,0.4794,24.05
plastic,PP,24.26,2.92,0.7645,4,1,0.786,14.29
paper,mixed_paper,47.67,0.97,0.861,6,0,0.5469,8.15
e_waste,cables,5.51,2.22,0.7855,1,5,0.546,58.07
glass,clear_glass,68.38,0.78,0.6094,3,1,0.5989,10.65
paper,newspaper,11.98,6.0,0.5934,10,6,0.5532,10.21
metal,steel,46.75,8.27,0.7261,2,4,0.7703,37.0
e_waste,batteries,12.58,22.84,0.7813,8,3,0.2291,46.87
metal,aluminum,12.45,4.96,0.9702,10,6,0.2857,67.35
plastic,PET,25.15,1.19,0.9584,4,1,0.0735,29.18
metal,aluminum,13.16,14.96,0.9469,6,3,0.2011,107.7
paper,mixed_paper,40.08,8.82,0.8266,11,1,0.7184,7.86
plastic,HDPE,60.14,4.25,0.4656,11,1,0.2937,26.5
paper,mixed_paper,11.34,7.86,0.703,12,6,0.2923,5.13
plastic,HDPE,34.06,7.61,0.3193,8,4,0.4055,21.1
plastic,mixed_plastic,40.65,9.95,0.6583,11,1,0.7536,8.35
plastic,mixed_plastic,85.39,3.95,0.6,5,0,0.5632,11.7
metal,aluminum,21.92,2.78,0.3689,8,2,0.4648,115.21
plastic,PP,30.87,6.35,0.9659,9,5,0.574,19.23
paper,office_paper,14.38,11.26,0.8525,12,1,0.6997,15.84
paper,cardboard,45.12,7.1,0.7083,5,5,0.6241,13.03
metal,aluminum,29.51,3.62,0.8202,11,0,0.3693,98.9
paper,mixed_paper,47.8,2.04,0.8524,7,2,0.7115,12.77
plastic,HDPE,13.7,1.84,0.6909,2,3,0.586,26.56
metal,copper,2.86,1.25,0.846,8,0,0.8012,682.18
metal,steel,51.15,12.41,0.5811,12,2,0.4676,34.19
plastic,mixed_plastic,28.3,24.91,0.4993,6,1,0.4253,9.99
plastic,HDPE,20.62,2.73,0.6078,7,0,0.656,26.47
glass,clear_glass,14.68,0.68,0.8629,12,0,0.5356,9.81
plastic,PET,16.66,9.62,0.7266,12,1,0.43,27.55
e_waste,phones,3.22,6.26,0.8209,5,5,0.5728,143.93
plastic,PET,32.61,0.85,0.8118,10,0,0.815,32.39
paper,office_paper,43.77,13.09,0.3812,8,3,0.3391,12.69
e_waste,phones,1.99,3.96,0.6279,8,0,0.3433,82.14
plastic,PP,21.27,10.3,0.823,9,1,0.5884,26.25
metal,aluminum,11.97,2.84,0.9295,4,1,0.4444,105.84
paper,cardboard,42.4,7.27,0.7052,4,2,0.5031,10.89
rubber,mixed_rubber,19.83,8.54,0.8599,1,5,0.7949,11.29
rubber,tyres,20.25,1.68,0.7097,11,2,0.3112,22.31
plastic,PET,16.25,0.58,0.8854,4,0,0.5705,32.84
e_waste,computers,6.05,4.0,0.9393,9,1,0.4021,104.51
plastic,HDPE,29.2,7.08,0.6061,9,2,0.723,29.16
metal,steel,116.72,9.37,0.6917,9,1,0.615,27.83
paper,mixed_paper,32.11,7.65,0.6676,11,3,0.5648,7.7
paper,cardboard,45.63,8.74,0.4678,11,2,0.4969,12.73
paper,cardboard,23.93,34.48,0.8881,1,5,0.5099,16.21
e_waste,cables,6.86,14.15,0.8098,11,1,0.4183,64.71
plastic,HDPE,24.75,3.65,0.9243,3,4,0.5717,26.67
paper,mixed_paper,50.91,15.99,0.9181,8,0,0.523,10.78
plastic,HDPE,26.82,0.25,0.6536,9,6,0.2807,29.19
metal,aluminum,13.15,0.79,0.8667,1,6,0.5101,116.95
plastic,PP,19.13,1.64,0.8748,4,1,0.4171,15.23
textile,industrial_textile,19.86,3.39,0.3939,11,1,0.4015,6.54
plastic,mixed_plastic,50.35,30.83,0.7461,2,0,0.6226,10.78
metal,steel,57.92,2.99,0.7087,3,6,0.545,33.04
glass,clear_glass,11.9,1.18,0.6982,1,0,0.6043,9.06
rubber,tyres,17.07,2.56,0.6881,3,0,0.3876,17.74
organic,garden_waste,23.39,6.18,0.8084,8,0,0.4046,8.62
paper,cardboard,18.17,14.76,0.7644,11,2,0.1346,12.98
plastic,PP,11.34,5.78,0.8057,8,6,0.3046,15.34
paper,newspaper,27.56,7.76,0.6732,4,1,0.2587,6.94
e_waste,batteries,8.88,8.08,0.6884,11,3,0.3502,52.44
organic,food_waste,65.88,7.07,0.4177,5,4,0.6657,4.4
e_waste,batteries,10.88,10.06,0.6967,4,5,0.3389,46.12
plastic,mixed_plastic,34.19,1.11,0.8016,7,4,0.3612,14.06
metal,steel,66.11,0.8,0.8168,2,6,0.4454,43.03
paper,cardboard,70.14,7.28,0.7257,5,4,0.2232,13.61
metal,steel,26.43,4.77,0.8605,10,5,0.8633,25.96
metal,aluminum,44.59,20.64,0.9053,8,2,0.1475,153.9
plastic,mixed_plastic,61.07,19.29,0.3441,12,2,0.566,6.93
paper,mixed_paper,22.84,21.62,0.532,10,5,0.8499,5.5
e_waste,mixed_ewaste,11.23,7.33,0.6846,5,6,0.6277,55.34
e_waste,phones,4.2,4.88,0.8196,10,0,0.3892,58.51
organic,food_waste,112.24,5.17,0.3291,11,3,0.3403,3.47
e_waste,computers,9.49,7.73,0.8606,8,5,0.2101,99.81
glass,clear_glass,55.61,3.57,0.6816,10,0,0.3643,8.65
metal,copper,6.09,3.83,0.912,7,2,0.3156,617.01
paper,office_paper,17.65,6.89,0.8956,11,3,0.6662,19.25
metal,steel,57.43,5.62,0.8856,3,0,0.3647,28.78
metal,aluminum,7.23,1.27,0.4226,6,6,0.4455,98.27
metal,steel,29.81,0.74,0.6666,4,2,0.4498,24.4
e_waste,cables,6.8,3.48,0.7812,2,5,0.5868,100.05
glass,mixed_glass,18.01,14.7,0.7923,8,2,0.5365,4.92
textile,clothes,13.24,4.97,0.4914,2,2,0.475,14.5
rubber,tyres,26.64,4.42,0.747,3,6,0.4118,23.23
organic,food_waste,42.45,4.82,0.8093,10,5,0.7947,7.01
metal,steel,61.71,9.39,0.9556,3,3,0.2958,20.88
organic,food_waste,40.38,0.42,0.9505,11,3,0.092,3.86
e_waste,cables,5.67,21.07,0.6945,1,5,0.8027,60.38
organic,food_waste,87.67,0.77,0.8398,6,4,0.8166,7.2
metal,steel,19.8,6.81,0.6143,1,6,0.3669,30.37
metal,steel,60.47,4.05,0.3375,1,2,0.1511,20.09
organic,garden_waste,25.77,6.71,0.96,10,0,0.5905,3.99
metal,steel,86.8,4.5,0.6684,1,1,0.5216,30.88
plastic,HDPE,28.93,2.05,0.6024,11,3,0.4249,23.46
plastic,mixed_plastic,16.78,6.09,0.8208,8,2,0.2654,11.93
metal,steel,39.67,7.92,0.4473,6,5,0.3912,37.6
metal,aluminum,12.22,6.63,0.9526,12,6,0.6509,135.37
rubber,mixed_rubber,15.46,20.97,0.8524,5,1,0.7479,8.58
organic,food_waste,38.26,8.51,0.91,5,6,0.8891,6.89
organic,garden_waste,43.33,6.53,0.6178,5,4,0.4443,7.45
plastic,PET,18.41,14.28,0.7044,8,1,0.4971,35.68
plastic,PET,12.73,9.27,0.7828,11,1,0.5124,33.86
plastic,PP,24.37,2.45,0.4458,7,1,0.3912,16.18
plastic,mixed_plastic,71.69,2.81,0.5344,4,3,0.314,10.41
metal,copper,2.76,0.73,0.2837,11,0,0.2506,356.12
e_waste,phones,2.43,15.03,0.6622,8,0,0.5553,130.24
rubber,mixed_rubber,16.94,0.52,0.8424,10,5,0.368,16.38
paper,cardboard,47.65,6.66,0.4483,6,3,0.5339,16.88
plastic,PP,16.0,12.87,0.6818,3,3,0.6226,11.6
plastic,PP,11.61,26.35,0.938,12,2,0.5617,20.21
metal,brass,3.49,35.83,0.8039,9,3,0.4169,278.92
plastic,PET,16.56,14.43,0.6986,4,2,0.6678,26.36
paper,cardboard,70.65,9.99,0.9738,11,0,0.6229,14.16
plastic,PP,16.48,4.43,0.7909,1,3,0.4445,22.5
paper,cardboard,27.96,9.72,0.4728,12,0,0.5627,15.3
e_waste,mixed_ewaste,8.51,5.0,0.7678,7,4,0.618,70.03
plastic,PET,18.88,8.44,0.6422,8,6,0.574,30.71
metal,aluminum,15.76,2.74,0.6882,1,4,0.691,118.3
metal,aluminum,12.72,1.42,0.75,3,4,0.4288,82.21
metal,steel,98.34,2.76,0.3734,9,6,0.358,25.39
paper,cardboard,89.31,7.53,0.75,7,1,0.6252,15.06
e_waste,batteries,9.36,9.31,0.6665,2,5,0.3106,56.13
organic,food_waste,40.1,10.57,0.5797,8,1,0.6574,5.28
paper,office_paper,13.76,30.95,0.4939,9,0,0.4975,10.71
plastic,PP,20.62,0.27,0.5527,4,1,0.1638,13.57
metal,steel,37.9,4.61,0.9608,9,3,0.3237,28.19
plastic,PP,14.29,40.14,0.8198,12,0,0.5839,12.31
plastic,HDPE,13.83,0.35,0.7455,6,1,0.1128,26.85
organic,food_waste,45.37,33.32,0.7533,3,0,0.462,5.07
plastic,mixed_plastic,23.33,0.81,0.85,12,1,0.2951,11.74
plastic,PET,19.33,4.25,0.9234,11,5,0.6423,35.62
plastic,PET,13.25,1.53,0.967,6,1,0.7635,51.16
metal,steel,54.42,4.12,0.8979,6,1,0.5708,31.81
organic,garden_waste,35.21,6.14,0.7154,11,0,0.5629,9.4
metal,aluminum,23.94,16.26,0.4957,1,2,0.4151,100.93
metal,copper,2.04,8.65,0.6009,4,5,0.7789,495.45
metal,tin,12.68,3.76,0.8516,7,3,0.2108,18.54
e_waste,batteries,12.54,12.83,0.5377,8,1,0.7011,55.91
paper,cardboard,29.65,0.58,0.6438,8,2,0.5734,13.54
paper,office_paper,15.73,25.77,0.8275,5,4,0.7085,17.71
plastic,HDPE,41.32,1.68,0.7771,11,3,0.4003,19.76
metal,aluminum,19.18,8.38,0.594,8,3,0.3211,104.09
e_waste,mixed_ewaste,11.69,1.31,0.7123,7,6,0.7544,72.63
metal,tin,6.57,4.85,0.6687,12,5,0.2879,24.25
metal,aluminum,8.31,9.5,0.7423,2,1,0.772,133.69
paper,cardboard,34.17,1.3,0.4357,9,4,0.511,12.88
metal,brass,5.32,1.4,0.5041,12,5,0.4316,334.74
metal,brass,3.98,6.01,0.8568,8,6,0.4635,390.33
e_waste,phones,1.07,0.21,0.865,7,1,0.3199,120.24
plastic,mixed_plastic,58.53,4.59,0.8886,5,5,0.7019,14.37
plastic,PET,25.26,9.26,0.8187,4,1,0.7154,32.02
plastic,HDPE,64.23,3.23,0.8578,7,3,0.5043,32.4
glass,colored_glass,14.0,3.31,0.9498,11,0,0.6526,7.67
metal,aluminum,17.82,15.0,0.8285,6,4,0.2818,98.0
metal,steel,49.77,16.4,0.7265,2,4,0.298,25.78
paper,newspaper,23.27,0.54,0.893,6,3,0.8772,10.07
paper,newspaper,21.68,1.28,0.5983,2,2,0.4248,13.47
rubber,tyres,23.37,13.37,0.7375,12,1,0.678,21.31
plastic,HDPE,30.25,3.22,0.7966,7,5,0.4506,32.99
metal,aluminum,18.85,8.74,0.6244,3,6,0.3639,99.45
paper,cardboard,35.94,1.95,0.9443,8,0,0.6028,16.56
paper,office_paper,16.87,3.74,0.8161,7,1,0.2456,17.17
metal,steel,73.53,16.5,0.9775,7,4,0.8077,38.33
paper,cardboard,42.45,8.01,0.7404,8,2,0.7659,15.02
metal,tin,12.98,6.69,0.4568,12,0,0.6194,21.42
e_waste,mixed_ewaste,18.36,8.13,0.8627,11,0,0.5009,71.37
e_waste,cables,3.22,0.2,0.5561,4,1,0.2925,77.86
plastic,PP,29.29,1.03,0.8152,3,6,0.3427,17.28
rubber,tyres,10.54,5.45,0.7454,12,4,0.7851,25.58
rubber,tyres,28.65,6.64,0.87,8,1,0.7082,23.24
metal,steel,41.58,1.23,0.6539,1,0,0.5482,23.75
plastic,HDPE,20.1,3.39,0.3494,7,5,0.3962,26.11
paper,newspaper,9.37,1.8,0.9265,2,2,0.6729,12.66
metal,brass,4.1,6.95,0.4765,1,2,0.4154,264.25
plastic,PP,23.94,3.18,0.5731,3,3,0.6385,12.17
plastic,PET,14.43,0.2,0.8457,4,1,0.4215,29.34
textile,industrial_textile,24.8,11.02,0.6402,1,5,0.3697,7.84
plastic,PP,17.64,4.04,0.7896,11,2,0.5339,16.32
e_waste,computers,5.28,8.65,0.7302,6,4,0.6994,134.93
plastic,PP,29.99,8.59,0.7472,7,3,0.4198,15.76
metal,steel,40.44,0.68,0.7994,11,1,0.4359,19.97
organic,food_waste,46.52,7.93,0.7464,11,4,0.329,5.18
metal,copper,4.04,10.95,0.4937,10,0,0.6818,406.25
metal,aluminum,7.95,4.79,0.4776,3,5,0.7214,87.4
plastic,HDPE,19.73,1.48,0.6797,9,2,0.3504,22.68
glass,clear_glass,42.27,23.42,0.6604,12,4,0.3478,7.29
plastic,HDPE,34.66,5.48,0.8251,1,1,0.6229,37.77
metal,aluminum,25.16,5.21,0.6572,11,2,0.4314,91.5
plastic,HDPE,36.19,14.73,0.6423,11,2,0.3731,20.91
plastic,PET,26.18,0.92,0.6871,11,1,0.2411,29.55
metal,copper,3.29,4.6,0.7343,5,2,0.4797,436.25
paper,cardboard,48.39,12.93,0.7114,3,0,0.6115,11.58
metal,steel,88.56,0.98,0.9754,9,2,0.5481,38.23
plastic,PET,30.82,3.75,0.8219,8,0,0.5126,40.88
paper,office_paper,16.78,2.15,0.7528,9,3,0.4681,17.38
glass,colored_glass,13.31,7.52,0.8751,4,0,0.4229,5.13
plastic,PET,25.38,6.11,0.7294,3,0,0.4755,26.79
plastic,HDPE,14.83,0.37,0.8611,11,3,0.5961,22.48
plastic,PET,13.68,4.23,0.5119,7,2,0.1573,27.79
textile,industrial_textile,21.38,14.25,0.808,11,6,0.4425,5.51
metal,tin,7.33,22.33,0.7036,12,1,0.4338,24.47
metal,tin,9.91,8.69,0.6847,6,2,0.4145,14.8
plastic,PVC,11.15,7.75,0.7758,4,1,0.6921,6.08
metal,tin,8.62,11.83,0.9715,11,6,0.6707,27.51
metal,steel,69.32,5.08,0.7666,9,5,0.6524,36.02
metal,brass,8.24,1.46,0.8312,8,1,0.733,307.71
paper,office_paper,22.27,0.86,0.7205,12,1,0.388,15.42
paper,newspaper,16.65,3.14,0.8498,3,1,0.5295,6.79
paper,mixed_paper,64.41,13.63,0.6727,5,1,0.4769,5.48
e_waste,phones,2.89,9.67,0.8376,1,1,0.806,88.93
plastic,HDPE,24.09,5.04,0.8904,5,5,0.3639,26.78
organic,garden_waste,51.37,0.33,0.8956,6,3,0.415,10.81
glass,mixed_glass,19.3,5.78,0.7653,6,2,0.1874,4.36
e_waste,batteries,3.88,1.3,0.7461,2,1,0.4092,71.58
glass,colored_glass,13.59,26.7,0.5849,10,1,0.5574,5.13
plastic,HDPE,21.57,7.37,0.7503,6,3,0.0771,21.87
plastic,PET,12.84,0.47,0.6797,6,5,0.8145,30.37
plastic,PP,24.57,1.78,0.6845,11,3,0.5334,16.48
metal,brass,3.44,5.37,0.5794,6,4,0.2048,347.52
plastic,PVC,17.19,13.62,0.7786,11,1,0.6708,9.19
metal,aluminum,13.29,10.99,0.6827,3,6,0.3522,106.86
metal,copper,3.56,1.65,0.5402,11,5,0.4257,407.85
textile,clothes,12.68,12.82,0.792,12,6,0.3926,18.66
glass,clear_glass,14.6,28.68,0.8088,10,4,0.6404,3.89
paper,cardboard,9.55,1.56,0.6364,11,4,0.6594,11.56
plastic,HDPE,37.36,4.62,0.6048,9,0,0.1986,25.77
paper,cardboard,42.65,4.74,0.4654,8,1,0.5306,14.95
organic,food_waste,58.34,1.92,0.8002,10,0,0.5669,6.42
paper,mixed_paper,27.83,11.97,0.5835,12,3,0.5943,7.68
paper,newspaper,14.2,7.7,0.4948,8,4,0.4645,8.4
plastic,mixed_plastic,46.44,3.63,0.8809,9,0,0.5767,11.48
plastic,HDPE,28.17,0.62,0.9095,1,5,0.423,23.87
glass,clear_glass,14.98,12.83,0.8566,12,3,0.8108,6.14
rubber,tyres,14.81,5.78,0.5934,10,4,0.3072,16.81
plastic,PP,21.44,2.41,0.8707,2,6,0.4122,22.52
plastic,PP,14.06,2.93,0.6179,4,4,0.4201,12.93
plastic,PP,17.34,11.39,0.7026,3,0,0.2019,12.5
plastic,PP,23.01,0.74,0.8267,4,5,0.49,13.98
rubber,mixed_rubber,9.23,18.35,0.5986,11,6,0.25,10.37
glass,clear_glass,28.22,8.7,0.7657,6,0,0.1665,9.71
plastic,HDPE,40.64,23.76,0.3534,6,3,0.2891,15.89
plastic,HDPE,20.13,5.71,0.9138,10,3,0.3528,28.57
plastic,PP,18.47,21.42,0.4466,5,1,0.2957,8.76
metal,aluminum,9.28,6.46,0.834,11,1,0.4324,113.72
paper,cardboard,42.14,1.72,0.7201,10,5,0.5571,11.32
e_waste,batteries,16.78,0.2,0.6984,4,2,0.576,27.24
paper,mixed_paper,30.91,17.08,0.782,8,3,0.21,10.24
metal,tin,6.6,30.06,0.6021,6,5,0.683,33.42
glass,colored_glass,19.25,3.5,0.6919,5,3,0.4358,6.74
glass,colored_glass,14.46,5.61,0.5688,11,6,0.1689,5.01
plastic,PET,11.45,1.12,0.8722,5,3,0.4656,32.51
paper,office_paper,12.14,9.97,0.5058,2,6,0.5901,17.69
paper,newspaper,24.14,2.65,0.6416,5,1,0.7579,9.34
